,0
0,0.8145015387624067
1,0.8145015387624067
2,0.8145015387624067
3,0.8145015387624067
4,0.8145015387624067
5,0.8145015387624067
6,0.8145015387624067
7,0.8145015387624067
8,0.8145015387624067
9,0.8145015387624067
10,0.8145015387624067
11,0.8145015387624067
12,0.8145015387624067
13,0.8145015387624067
14,0.8145015387624067
15,0.8145015387624067
16,0.8145015387624067
17,0.8145015387624067
18,0.8145015387624067
19,0.8145015387624067
20,0.8145015387624067
21,0.8145015387624067
22,0.8145015387624067
23,0.8145015387624067
24,0.7720530430713961
25,0.7720530430713961
26,0.7720530430713961
27,0.7720530430713961
28,0.7720530430713961
29,0.7720530430713961
30,0.7720530430713961
31,0.7720530430713961
32,0.7720530430713961
33,0.7720530430713961
34,0.7720530430713961
35,0.7720530430713961
36,0.7720530430713961
37,0.7720530430713961
38,0.7720530430713961
39,0.7720530430713961
40,0.7720530430713961
41,0.7720530430713961
42,0.7720530430713961
43,0.7720530430713961
44,0.7720530430713961
45,0.7720530430713961
46,0.7720530430713961
47,0.7720530430713961
48,0.7197026451756704
49,0.7197026451756704
50,0.7197026451756704
51,0.7197026451756704
52,0.7197026451756704
53,0.7197026451756704
54,0.7197026451756704
55,0.7197026451756704
56,0.7197026451756704
57,0.7197026451756704
58,0.7197026451756704
59,0.7197026451756704
60,0.7197026451756704
61,0.7197026451756704
62,0.7197026451756704
63,0.7197026451756704
64,0.7197026451756704
65,0.7197026451756704
66,0.7197026451756704
67,0.7197026451756704
68,0.7197026451756704
69,0.7197026451756704
70,0.7197026451756704
71,0.7197026451756704
72,0.6816087446140393
73,0.6816087446140393
74,0.6816087446140393
75,0.6816087446140393
76,0.6816087446140393
77,0.6816087446140393
78,0.6816087446140393
79,0.6816087446140393
80,0.6816087446140393
81,0.6816087446140393
82,0.6816087446140393
83,0.6816087446140393
84,0.6816087446140393
85,0.6816087446140393
86,0.6816087446140393
87,0.6816087446140393
88,0.6816087446140393
89,0.6816087446140393
90,0.6816087446140393
91,0.6816087446140393
92,0.6816087446140393
93,0.6816087446140393
94,0.6816087446140393
95,0.6816087446140393
96,0.649464033116426
97,0.649464033116426
98,0.649464033116426
99,0.649464033116426
100,0.649464033116426
101,0.649464033116426
102,0.649464033116426
103,0.649464033116426
104,0.649464033116426
105,0.649464033116426
106,0.649464033116426
107,0.649464033116426
108,0.649464033116426
109,0.649464033116426
110,0.649464033116426
111,0.649464033116426
112,0.649464033116426
113,0.649464033116426
114,0.649464033116426
115,0.649464033116426
116,0.649464033116426
117,0.649464033116426
118,0.649464033116426
119,0.649464033116426
120,0.6189730242637509
121,0.6189730242637509
122,0.6189730242637509
123,0.6189730242637509
124,0.6189730242637509
125,0.6189730242637509
126,0.6189730242637509
127,0.6189730242637509
128,0.6189730242637509
129,0.6189730242637509
130,0.6189730242637509
131,0.6189730242637509
132,0.6189730242637509
133,0.6189730242637509
134,0.6189730242637509
135,0.6189730242637509
136,0.6189730242637509
137,0.6189730242637509
138,0.6189730242637509
139,0.6189730242637509
140,0.6189730242637509
141,0.6189730242637509
142,0.6189730242637509
143,0.6189730242637509
144,0.6137579821892776
145,0.6137579821892776
146,0.6137579821892776
147,0.6137579821892776
148,0.6137579821892776
149,0.6137579821892776
150,0.6137579821892776
151,0.6137579821892776
152,0.6137579821892776
153,0.6137579821892776
154,0.6137579821892776
155,0.6137579821892776
156,0.6137579821892776
157,0.6137579821892776
158,0.6137579821892776
159,0.6137579821892776
160,0.6137579821892776
161,0.6137579821892776
162,0.6137579821892776
163,0.6137579821892776
164,0.6137579821892776
165,0.6137579821892776
166,0.6137579821892776
167,0.6137579821892776
168,0.6177187357756976
169,0.6177187357756976
170,0.6177187357756976
171,0.6177187357756976
172,0.6177187357756976
173,0.6177187357756976
174,0.6177187357756976
175,0.6177187357756976
176,0.6177187357756976
177,0.6177187357756976
178,0.6177187357756976
179,0.6177187357756976
180,0.6177187357756976
181,0.6177187357756976
182,0.6177187357756976
183,0.6177187357756976
184,0.6177187357756976
185,0.6177187357756976
186,0.6177187357756976
187,0.6177187357756976
188,0.6177187357756976
189,0.6177187357756976
190,0.6177187357756976
191,0.6177187357756976
192,0.6193961865666376
193,0.6193961865666376
194,0.6193961865666376
195,0.6193961865666376
196,0.6193961865666376
197,0.6193961865666376
198,0.6193961865666376
199,0.6193961865666376
200,0.6193961865666376
201,0.6193961865666376
202,0.6193961865666376
203,0.6193961865666376
204,0.6193961865666376
205,0.6193961865666376
206,0.6193961865666376
207,0.6193961865666376
208,0.6193961865666376
209,0.6193961865666376
210,0.6193961865666376
211,0.6193961865666376
212,0.6193961865666376
213,0.6193961865666376
214,0.6193961865666376
215,0.6193961865666376
216,0.6387035779819233
217,0.6387035779819233
218,0.6387035779819233
219,0.6387035779819233
220,0.6387035779819233
221,0.6387035779819233
222,0.6387035779819233
223,0.6387035779819233
224,0.6387035779819233
225,0.6387035779819233
226,0.6387035779819233
227,0.6387035779819233
228,0.6387035779819233
229,0.6387035779819233
230,0.6387035779819233
231,0.6387035779819233
232,0.6387035779819233
233,0.6387035779819233
234,0.6387035779819233
235,0.6387035779819233
236,0.6387035779819233
237,0.6387035779819233
238,0.6387035779819233
239,0.6387035779819233
240,0.643938466530866
241,0.643938466530866
242,0.643938466530866
