,0
0,0.5940694789737536
1,0.5940694789737536
2,0.5940694789737536
3,0.5940694789737536
4,0.5940694789737536
5,0.5940694789737536
6,0.5940694789737536
7,0.5940694789737536
8,0.5940694789737536
9,0.5940694789737536
10,0.5940694789737536
11,0.5940694789737536
12,0.5940694789737536
13,0.5940694789737536
14,0.5940694789737536
15,0.5940694789737536
16,0.5940694789737536
17,0.5940694789737536
18,0.5940694789737536
19,0.5940694789737536
20,0.5940694789737536
21,0.5940694789737536
22,0.5940694789737536
23,0.5940694789737536
24,0.583918208780074
25,0.583918208780074
26,0.583918208780074
27,0.583918208780074
28,0.583918208780074
29,0.583918208780074
30,0.583918208780074
31,0.583918208780074
32,0.583918208780074
33,0.583918208780074
34,0.583918208780074
35,0.583918208780074
36,0.583918208780074
37,0.583918208780074
38,0.583918208780074
39,0.583918208780074
40,0.583918208780074
41,0.583918208780074
42,0.583918208780074
43,0.583918208780074
44,0.583918208780074
45,0.583918208780074
46,0.583918208780074
47,0.583918208780074
48,0.6014826824624899
49,0.6014826824624899
50,0.6014826824624899
51,0.6014826824624899
52,0.6014826824624899
53,0.6014826824624899
54,0.6014826824624899
55,0.6014826824624899
56,0.6014826824624899
57,0.6014826824624899
58,0.6014826824624899
59,0.6014826824624899
60,0.6014826824624899
61,0.6014826824624899
62,0.6014826824624899
63,0.6014826824624899
64,0.6014826824624899
65,0.6014826824624899
66,0.6014826824624899
67,0.6014826824624899
68,0.6014826824624899
69,0.6014826824624899
70,0.6014826824624899
71,0.6014826824624899
72,0.6034303301017093
73,0.6034303301017093
74,0.6034303301017093
75,0.6034303301017093
76,0.6034303301017093
77,0.6034303301017093
78,0.6034303301017093
79,0.6034303301017093
80,0.6034303301017093
81,0.6034303301017093
82,0.6034303301017093
83,0.6034303301017093
84,0.6034303301017093
85,0.6034303301017093
86,0.6034303301017093
87,0.6034303301017093
88,0.6034303301017093
89,0.6034303301017093
90,0.6034303301017093
91,0.6034303301017093
92,0.6034303301017093
93,0.6034303301017093
94,0.6034303301017093
95,0.6034303301017093
96,0.5982464561337238
97,0.5982464561337238
98,0.5982464561337238
99,0.5982464561337238
100,0.5982464561337238
101,0.5982464561337238
102,0.5982464561337238
103,0.5982464561337238
104,0.5982464561337238
105,0.5982464561337238
106,0.5982464561337238
107,0.5982464561337238
108,0.5982464561337238
109,0.5982464561337238
110,0.5982464561337238
111,0.5982464561337238
112,0.5982464561337238
113,0.5982464561337238
114,0.5982464561337238
115,0.5982464561337238
116,0.5982464561337238
