,average CF
b'20130808200000',0
b'20130808210000',0
b'20130808220000',0
b'20130808230000',0
b'20130809000000',0
b'20130809010000',0
b'20130809020000',0
b'20130809030000',0
b'20130809040000',0
b'20130809050000',0
b'20130809060000',0
b'20130809070000',0
b'20130809080000',0
b'20130809090000',0
b'20130809100000',0
b'20130809110000',0
b'20130809120000',0
b'20130809130000',0
b'20130809140000',0
b'20130809150000',0
b'20130809160000',0
b'20130809170000',0
b'20130809180000',0
b'20130809190000',0
b'20130809200000',0
b'20130809210000',0
b'20130809220000',0
b'20130809230000',0
b'20130810000000',0
b'20130810010000',0
b'20130810020000',0
b'20130810030000',0
b'20130810040000',0
b'20130810050000',0
b'20130810060000',0
b'20130810070000',0
b'20130810080000',0
b'20130810090000',0
b'20130810100000',0
b'20130810110000',0
b'20130810120000',0
b'20130810130000',0
b'20130810140000',0
b'20130810150000',0
b'20130810160000',0
b'20130810170000',0
b'20130810180000',0
b'20130810190000',0
b'20130810200000',0
b'20130810210000',0
b'20130810220000',0
b'20130810230000',0
b'20130811000000',0
b'20130811010000',0
b'20130811020000',0
b'20130811030000',0
b'20130811040000',0
b'20130811050000',0
b'20130811060000',0
b'20130811070000',0
b'20130811080000',0
b'20130811090000',0
b'20130811100000',0
b'20130811110000',0
b'20130811120000',0
b'20130811130000',0
b'20130811140000',0
b'20130811150000',0
b'20130811160000',0
b'20130811170000',0
b'20130811180000',0
b'20130811190000',0
b'20130811200000',0
b'20130811210000',0
b'20130811220000',0
b'20130811230000',0
b'20130812000000',0
b'20130812010000',0
b'20130812020000',0
b'20130812030000',0
b'20130812040000',0
b'20130812050000',0
b'20130812060000',0
b'20130812070000',0
b'20130812080000',0
b'20130812090000',0
b'20130812100000',0
b'20130812110000',0
b'20130812120000',0
b'20130812130000',0
b'20130812140000',0
b'20130812150000',0
b'20130812160000',0
b'20130812170000',0
b'20130812180000',0
b'20130812190000',0
b'20130812200000',0
b'20130812210000',0
b'20130812220000',0
b'20130812230000',0
b'20130813000000',0
b'20130813010000',0
b'20130813020000',0
b'20130813030000',0
b'20130813040000',0
b'20130813050000',0
b'20130813060000',0
b'20130813070000',0
b'20130813080000',0
b'20130813090000',0
b'20130813100000',0
b'20130813110000',0
b'20130813120000',0
b'20130813130000',0
b'20130813140000',0
b'20130813150000',0
b'20130813160000',0
b'20130813170000',0
b'20130813180000',0
b'20130813190000',0
b'20130813200000',0
b'20130813210000',0
b'20130813220000',0
b'20130813230000',0
b'20130814000000',0
b'20130814010000',0
b'20130814020000',0
b'20130814030000',0
b'20130814040000',0
b'20130814050000',0
b'20130814060000',0
b'20130814070000',0
b'20130814080000',0
b'20130814090000',0
b'20130814100000',0
b'20130814110000',0
b'20130814120000',0
b'20130814130000',0
b'20130814140000',0
b'20130814150000',0
b'20130814160000',0
b'20130814170000',0
b'20130814180000',0
b'20130814190000',0
b'20130814200000',0
b'20130814210000',0
b'20130814220000',0
b'20130814230000',0
b'20130815000000',0
b'20130815010000',0
b'20130815020000',0
b'20130815030000',0
b'20130815040000',0
b'20130815050000',0
b'20130815060000',0
b'20130815070000',0
b'20130815080000',0
b'20130815090000',0
b'20130815100000',0
b'20130815110000',0
b'20130815120000',0
b'20130815130000',0
b'20130815140000',0
b'20130815150000',0
b'20130815160000',0
b'20130815170000',0
b'20130815180000',0
b'20130815190000',0
b'20130815200000',0
b'20130815210000',0
b'20130815220000',0
b'20130815230000',0
b'20130816000000',0
b'20130816010000',0
b'20130816020000',0
b'20130816030000',0
b'20130816040000',0
b'20130816050000',0
b'20130816060000',0
b'20130816070000',0
b'20130816080000',0
b'20130816090000',0
b'20130816100000',0
b'20130816110000',0
b'20130816120000',0
b'20130816130000',0
b'20130816140000',0
b'20130816150000',0
b'20130816160000',0
b'20130816170000',0
b'20130816180000',0
b'20130816190000',0
b'20130816200000',0
b'20130816210000',0
b'20130816220000',0
b'20130816230000',0
b'20130817000000',0
b'20130817010000',0
b'20130817020000',0
b'20130817030000',0
b'20130817040000',0
b'20130817050000',0
b'20130817060000',0
b'20130817070000',0
b'20130817080000',0
b'20130817090000',0
b'20130817100000',0
b'20130817110000',0
b'20130817120000',0
b'20130817130000',0
b'20130817140000',0
b'20130817150000',0
b'20130817160000',0
b'20130817170000',0
b'20130817180000',0
b'20130817190000',0
b'20130817200000',0
b'20130817210000',0
b'20130817220000',0
b'20130817230000',0
b'20130818000000',0
b'20130818010000',0
b'20130818020000',0
b'20130818030000',0
b'20130818040000',0
b'20130818050000',0
b'20130818060000',0
b'20130818070000',0
b'20130818080000',0
b'20130818090000',0
b'20130818100000',0
b'20130818110000',0
b'20130818120000',0
b'20130818130000',0
b'20130818140000',0
b'20130818150000',0
b'20130818160000',0
b'20130818170000',0
b'20130818180000',0
b'20130818190000',0
b'20130818200000',0
b'20130818210000',0
b'20130818220000',0
b'20130818230000',0
b'20130819000000',0
b'20130819010000',0
b'20130819020000',0
b'20130819030000',0
b'20130819040000',0
b'20130819050000',0
b'20130819060000',0
b'20130819070000',0
b'20130819080000',0
b'20130819090000',0
b'20130819100000',0
b'20130819110000',0
b'20130819120000',0
b'20130819130000',0
b'20130819140000',0
b'20130819150000',0
b'20130819160000',0
b'20130819170000',0
b'20130819180000',0
b'20130819190000',0
b'20130819200000',0
b'20130819210000',0
b'20130819220000',0
b'20130819230000',0
b'20130820000000',0
b'20130820010000',0
b'20130820020000',0
b'20130820030000',0
b'20130820040000',0
b'20130820050000',0
b'20130820060000',0
b'20130820070000',0
b'20130820080000',0
b'20130820090000',0
b'20130820100000',0
b'20130820110000',0
b'20130820120000',0
b'20130820130000',0
b'20130820140000',0
b'20130820150000',0
b'20130820160000',0
b'20130820170000',0
b'20130820180000',0
b'20130820190000',0
b'20130820200000',0
b'20130820210000',0
b'20130820220000',0
b'20130820230000',0
b'20130821000000',0
b'20130821010000',0
b'20130821020000',0
b'20130821030000',0
b'20130821040000',0
b'20130821050000',0
b'20130821060000',0
b'20130821070000',0
b'20130821080000',0
b'20130821090000',0
b'20130821100000',0
b'20130821110000',0
b'20130821120000',0
b'20130821130000',0
b'20130821140000',0
b'20130821150000',0
b'20130821160000',0
b'20130821170000',0
b'20130821180000',0
b'20130821190000',0
b'20130821200000',0
b'20130821210000',0
b'20130821220000',0
b'20130821230000',0
b'20130822000000',0
b'20130822010000',0
b'20130822020000',0
b'20130822030000',0
b'20130822040000',0
b'20130822050000',0
b'20130822060000',0
b'20130822070000',0
b'20130822080000',0
b'20130822090000',0
b'20130822100000',0
b'20130822110000',0
b'20130822120000',0
b'20130822130000',0
b'20130822140000',0
b'20130822150000',0
b'20130822160000',0
b'20130822170000',0
b'20130822180000',0
b'20130822190000',0
b'20130822200000',0
b'20130822210000',0
b'20130822220000',0
b'20130822230000',0
b'20130823000000',0
b'20130823010000',0
b'20130823020000',0
b'20130823030000',0
b'20130823040000',0
b'20130823050000',0
b'20130823060000',0
b'20130823070000',0
b'20130823080000',0
b'20130823090000',0
b'20130823100000',0
b'20130823110000',0
b'20130823120000',0
b'20130823130000',0
b'20130823140000',0
b'20130823150000',0
b'20130823160000',0
b'20130823170000',0
b'20130823180000',0
b'20130823190000',0
b'20130823200000',0
b'20130823210000',0
b'20130823220000',0
b'20130823230000',0
b'20130824000000',0
b'20130824010000',0
b'20130824020000',0
b'20130824030000',0
b'20130824040000',0
b'20130824050000',0
b'20130824060000',0
b'20130824070000',0
b'20130824080000',0
b'20130824090000',0
b'20130824100000',0
b'20130824110000',0
b'20130824120000',0
b'20130824130000',0
b'20130824140000',0
b'20130824150000',0
b'20130824160000',0
b'20130824170000',0
b'20130824180000',0
b'20130824190000',0
b'20130824200000',0
b'20130824210000',0
b'20130824220000',0
b'20130824230000',0
b'20130825000000',0
b'20130825010000',0
b'20130825020000',0
b'20130825030000',0
b'20130825040000',0
b'20130825050000',0
b'20130825060000',0
b'20130825070000',0
b'20130825080000',0
b'20130825090000',0
b'20130825100000',0
b'20130825110000',0
b'20130825120000',0
b'20130825130000',0
b'20130825140000',0
b'20130825150000',0
b'20130825160000',0
b'20130825170000',0
b'20130825180000',0
b'20130825190000',0
b'20130825200000',0
b'20130825210000',0
b'20130825220000',0
b'20130825230000',0
b'20130826000000',0
b'20130826010000',0
b'20130826020000',0
b'20130826030000',0
b'20130826040000',0
b'20130826050000',0
b'20130826060000',0
b'20130826070000',0
b'20130826080000',0
b'20130826090000',0
b'20130826100000',0
b'20130826110000',0
b'20130826120000',0
b'20130826130000',0
b'20130826140000',0
b'20130826150000',0
b'20130826160000',0
b'20130826170000',0
b'20130826180000',0
b'20130826190000',0
b'20130826200000',0
b'20130826210000',0
b'20130826220000',0
b'20130826230000',0
b'20130827000000',0
b'20130827010000',0
b'20130827020000',0
b'20130827030000',0
b'20130827040000',0
b'20130827050000',0
b'20130827060000',0
b'20130827070000',0
b'20130827080000',0
b'20130827090000',0
b'20130827100000',0
b'20130827110000',0
b'20130827120000',0
b'20130827130000',0
b'20130827140000',0
b'20130827150000',0
b'20130827160000',0
b'20130827170000',0
b'20130827180000',0
b'20130827190000',0
b'20130827200000',0
b'20130827210000',0
b'20130827220000',0
b'20130827230000',0
b'20130828000000',0
b'20130828010000',0
b'20130828020000',0
b'20130828030000',0
b'20130828040000',0
b'20130828050000',0
b'20130828060000',0
b'20130828070000',0
b'20130828080000',0
b'20130828090000',0
b'20130828100000',0
b'20130828110000',0
b'20130828120000',0
b'20130828130000',0
b'20130828140000',0
b'20130828150000',0
b'20130828160000',0
b'20130828170000',0
b'20130828180000',0
b'20130828190000',0
b'20130828200000',0
b'20130828210000',0
b'20130828220000',0
b'20130828230000',0
b'20130829000000',0
b'20130829010000',0
b'20130829020000',0
b'20130829030000',0
b'20130829040000',0
b'20130829050000',0
b'20130829060000',0
b'20130829070000',0
b'20130829080000',0
b'20130829090000',0
b'20130829100000',0
b'20130829110000',0
b'20130829120000',0
b'20130829130000',0
b'20130829140000',0
b'20130829150000',0
b'20130829160000',0
b'20130829170000',0
b'20130829180000',0
b'20130829190000',0
b'20130829200000',0
b'20130829210000',0
b'20130829220000',0
b'20130829230000',0
b'20130830000000',0
b'20130830010000',0
b'20130830020000',0
b'20130830030000',0
b'20130830040000',0
b'20130830050000',0
b'20130830060000',0
b'20130830070000',0
b'20130830080000',0
b'20130830090000',0
b'20130830100000',0
b'20130830110000',0
b'20130830120000',0
b'20130830130000',0
b'20130830140000',0
b'20130830150000',0
b'20130830160000',0
b'20130830170000',0
b'20130830180000',0
b'20130830190000',0
b'20130830200000',0
b'20130830210000',0
b'20130830220000',0
b'20130830230000',0
b'20130831000000',0
b'20130831010000',0
b'20130831020000',0
b'20130831030000',0
b'20130831040000',0
b'20130831050000',0
b'20130831060000',0
b'20130831070000',0
b'20130831080000',0
b'20130831090000',0
b'20130831100000',0
b'20130831110000',0
b'20130831120000',0
b'20130831130000',0
b'20130831140000',0
b'20130831150000',0
b'20130831160000',0
b'20130831170000',0
b'20130831180000',0
b'20130831190000',0
b'20130831200000',0
b'20130831210000',0
b'20130831220000',0
b'20130831230000',0
b'20130901000000',0
b'20130901010000',0
b'20130901020000',0
b'20130901030000',0
b'20130901040000',0
b'20130901050000',0
b'20130901060000',0
b'20130901070000',0
b'20130901080000',0
b'20130901090000',0
b'20130901100000',0
b'20130901110000',0
b'20130901120000',0
b'20130901130000',0
b'20130901140000',0
b'20130901150000',0
b'20130901160000',0
b'20130901170000',0
b'20130901180000',0
b'20130901190000',0
b'20130901200000',0
b'20130901210000',0
b'20130901220000',0
b'20130901230000',0
b'20130902000000',0
b'20130902010000',0
b'20130902020000',0
b'20130902030000',0
b'20130902040000',0
b'20130902050000',0
b'20130902060000',0
b'20130902070000',0
b'20130902080000',0
b'20130902090000',0
b'20130902100000',0
b'20130902110000',0
b'20130902120000',0
b'20130902130000',0
b'20130902140000',0
b'20130902150000',0
b'20130902160000',0
b'20130902170000',0
b'20130902180000',0
b'20130902190000',0
b'20130902200000',0
b'20130902210000',0
b'20130902220000',0
b'20130902230000',0
b'20130903000000',0
b'20130903010000',0
b'20130903020000',0
b'20130903030000',0
b'20130903040000',0
b'20130903050000',0
b'20130903060000',0
b'20130903070000',0
b'20130903080000',0
b'20130903090000',0
b'20130903100000',0
b'20130903110000',0
b'20130903120000',0
b'20130903130000',0
b'20130903140000',0
b'20130903150000',0
b'20130903160000',0
b'20130903170000',0
b'20130903180000',0
b'20130903190000',0
b'20130903200000',0
b'20130903210000',0
b'20130903220000',0
b'20130903230000',0
b'20130904000000',0
b'20130904010000',0
b'20130904020000',0
b'20130904030000',0
b'20130904040000',0
b'20130904050000',0
b'20130904060000',0
b'20130904070000',0
b'20130904080000',0
b'20130904090000',0
b'20130904100000',0
b'20130904110000',0
b'20130904120000',0
b'20130904130000',0
b'20130904140000',0
b'20130904150000',0
b'20130904160000',0
b'20130904170000',0
b'20130904180000',0
b'20130904190000',0
b'20130904200000',0
b'20130904210000',0
b'20130904220000',0
b'20130904230000',0
b'20130905000000',0
b'20130905010000',0
b'20130905020000',0
b'20130905030000',0
b'20130905040000',0
b'20130905050000',0
b'20130905060000',0
b'20130905070000',0
b'20130905080000',0
b'20130905090000',0
b'20130905100000',0
b'20130905110000',0
b'20130905120000',0
b'20130905130000',0
b'20130905140000',0
b'20130905150000',0
b'20130905160000',0
b'20130905170000',0
b'20130905180000',0
b'20130905190000',0
b'20130905200000',0
b'20130905210000',0
b'20130905220000',0
b'20130905230000',0
b'20130906000000',0
b'20130906010000',0
b'20130906020000',0
b'20130906030000',0
b'20130906040000',0
b'20130906050000',0
b'20130906060000',0
b'20130906070000',0
b'20130906080000',0
b'20130906090000',0
b'20130906100000',0
b'20130906110000',0
b'20130906120000',0
b'20130906130000',0
b'20130906140000',0
b'20130906150000',0
b'20130906160000',0
b'20130906170000',0
b'20130906180000',0
b'20130906190000',0
b'20130906200000',0
b'20130906210000',0
b'20130906220000',0
b'20130906230000',0
b'20130907000000',0
b'20130907010000',0
b'20130907020000',0
b'20130907030000',0
b'20130907040000',0
b'20130907050000',0
b'20130907060000',0
b'20130907070000',0
b'20130907080000',0
b'20130907090000',0
b'20130907100000',0
b'20130907110000',0
b'20130907120000',0
b'20130907130000',0
b'20130907140000',0
b'20130907150000',0
b'20130907160000',0
b'20130907170000',0
b'20130907180000',0
b'20130907190000',0
b'20130907200000',0
b'20130907210000',0
b'20130907220000',0
b'20130907230000',0
b'20130908000000',0
b'20130908010000',0
b'20130908020000',0
b'20130908030000',0
b'20130908040000',0
b'20130908050000',0
b'20130908060000',0
b'20130908070000',0
b'20130908080000',0
b'20130908090000',0
b'20130908100000',0
b'20130908110000',0
b'20130908120000',0
b'20130908130000',0
b'20130908140000',0
b'20130908150000',0
b'20130908160000',0
b'20130908170000',0
b'20130908180000',0
b'20130908190000',0
b'20130908200000',0
b'20130908210000',0
b'20130908220000',0
b'20130908230000',0
b'20130909000000',0
b'20130909010000',0
b'20130909020000',0
b'20130909030000',0
b'20130909040000',0
b'20130909050000',0
b'20130909060000',0
b'20130909070000',0
b'20130909080000',0
b'20130909090000',0
b'20130909100000',0
b'20130909110000',0
b'20130909120000',0
b'20130909130000',0
b'20130909140000',0
b'20130909150000',0
b'20130909160000',0
b'20130909170000',0
b'20130909180000',0
b'20130909190000',0
b'20130909200000',0
b'20130909210000',0
b'20130909220000',0
b'20130909230000',0
b'20130910000000',0
b'20130910010000',0
b'20130910020000',0
b'20130910030000',0
b'20130910040000',0
b'20130910050000',0
b'20130910060000',0
b'20130910070000',0
b'20130910080000',0
b'20130910090000',0
b'20130910100000',0
b'20130910110000',0
b'20130910120000',0
b'20130910130000',0
b'20130910140000',0
b'20130910150000',0
b'20130910160000',0
b'20130910170000',0
b'20130910180000',0
b'20130910190000',0
b'20130910200000',0
b'20130910210000',0
b'20130910220000',0
b'20130910230000',0
b'20130911000000',0
b'20130911010000',0
b'20130911020000',0
b'20130911030000',0
b'20130911040000',0
b'20130911050000',0
b'20130911060000',0
b'20130911070000',0
b'20130911080000',0
b'20130911090000',0
b'20130911100000',0
b'20130911110000',0
b'20130911120000',0
b'20130911130000',0
b'20130911140000',0
b'20130911150000',0
b'20130911160000',0
b'20130911170000',0
b'20130911180000',0
b'20130911190000',0
b'20130911200000',0
b'20130911210000',0
b'20130911220000',0
b'20130911230000',0
b'20130912000000',0
b'20130912010000',0
b'20130912020000',0
b'20130912030000',0
b'20130912040000',0
b'20130912050000',0
b'20130912060000',0
b'20130912070000',0
b'20130912080000',0
b'20130912090000',0
b'20130912100000',0
b'20130912110000',0
b'20130912120000',0
b'20130912130000',0
b'20130912140000',0
b'20130912150000',0
b'20130912160000',0
b'20130912170000',0
b'20130912180000',0
b'20130912190000',0
b'20130912200000',0
b'20130912210000',0
b'20130912220000',0
b'20130912230000',0
b'20130913000000',0
b'20130913010000',0
b'20130913020000',0
b'20130913030000',0
b'20130913040000',0
b'20130913050000',0
b'20130913060000',0
b'20130913070000',0
b'20130913080000',0
b'20130913090000',0
b'20130913100000',0
b'20130913110000',0
b'20130913120000',0
b'20130913130000',0
b'20130913140000',0
b'20130913150000',0
b'20130913160000',0
b'20130913170000',0
b'20130913180000',0
b'20130913190000',0
b'20130913200000',0
b'20130913210000',0
b'20130913220000',0
b'20130913230000',0
b'20130914000000',0
b'20130914010000',0
b'20130914020000',0
b'20130914030000',0
b'20130914040000',0
b'20130914050000',0
b'20130914060000',0
b'20130914070000',0
b'20130914080000',0
b'20130914090000',0
b'20130914100000',0
b'20130914110000',0
b'20130914120000',0
b'20130914130000',0
b'20130914140000',0
b'20130914150000',0
b'20130914160000',0
b'20130914170000',0
b'20130914180000',0
b'20130914190000',0
b'20130914200000',0
b'20130914210000',0
b'20130914220000',0
b'20130914230000',0
b'20130915000000',0
b'20130915010000',0
b'20130915020000',0
b'20130915030000',0
b'20130915040000',0
b'20130915050000',0
b'20130915060000',0
b'20130915070000',0
b'20130915080000',0
b'20130915090000',0
b'20130915100000',0
b'20130915110000',0
b'20130915120000',0
b'20130915130000',0
b'20130915140000',0
b'20130915150000',0
b'20130915160000',0
b'20130915170000',0
b'20130915180000',0
b'20130915190000',0
b'20130915200000',0
b'20130915210000',0
b'20130915220000',0
b'20130915230000',0
b'20130916000000',0
b'20130916010000',0
b'20130916020000',0
b'20130916030000',0
b'20130916040000',0
b'20130916050000',0
b'20130916060000',0
b'20130916070000',0
b'20130916080000',0
b'20130916090000',0
b'20130916100000',0
b'20130916110000',0
b'20130916120000',0
b'20130916130000',0
b'20130916140000',0
b'20130916150000',0
b'20130916160000',0
b'20130916170000',0
b'20130916180000',0
b'20130916190000',0
b'20130916200000',0
b'20130916210000',0
b'20130916220000',0
b'20130916230000',0
b'20130917000000',0
b'20130917010000',0
b'20130917020000',0
b'20130917030000',0
b'20130917040000',0
b'20130917050000',0
b'20130917060000',0
b'20130917070000',0
b'20130917080000',0
b'20130917090000',0
b'20130917100000',0
b'20130917110000',0
b'20130917120000',0
b'20130917130000',0
b'20130917140000',0
b'20130917150000',0
b'20130917160000',0
b'20130917170000',0
b'20130917180000',0
b'20130917190000',0
b'20130917200000',0
b'20130917210000',0
b'20130917220000',0
b'20130917230000',0
b'20130918000000',0
b'20130918010000',0
b'20130918020000',0
b'20130918030000',0
b'20130918040000',0
b'20130918050000',0
b'20130918060000',0
b'20130918070000',0
b'20130918080000',0
b'20130918090000',0
b'20130918100000',0
b'20130918110000',0
b'20130918120000',0
b'20130918130000',0
b'20130918140000',0
b'20130918150000',0
b'20130918160000',0
b'20130918170000',0
b'20130918180000',0
b'20130918190000',0
b'20130918200000',0
b'20130918210000',0
b'20130918220000',0
b'20130918230000',0
b'20130919000000',0
b'20130919010000',0
b'20130919020000',0
b'20130919030000',0
b'20130919040000',0
b'20130919050000',0
b'20130919060000',0
b'20130919070000',0
b'20130919080000',0
b'20130919090000',0
b'20130919100000',0
b'20130919110000',0
b'20130919120000',0
b'20130919130000',0
b'20130919140000',0
b'20130919150000',0
b'20130919160000',0
b'20130919170000',0
b'20130919180000',0
b'20130919190000',0
b'20130919200000',0
b'20130919210000',0
b'20130919220000',0
b'20130919230000',0
b'20130920000000',0
b'20130920010000',0
b'20130920020000',0
b'20130920030000',0
b'20130920040000',0
b'20130920050000',0
b'20130920060000',0
b'20130920070000',0
b'20130920080000',0
b'20130920090000',0
b'20130920100000',0
b'20130920110000',0
b'20130920120000',0
b'20130920130000',0
b'20130920140000',0
b'20130920150000',0
b'20130920160000',0
b'20130920170000',0
b'20130920180000',0
b'20130920190000',0
b'20130920200000',0
b'20130920210000',0
b'20130920220000',0
b'20130920230000',0
b'20130921000000',0
b'20130921010000',0
b'20130921020000',0
b'20130921030000',0
b'20130921040000',0
b'20130921050000',0
b'20130921060000',0
b'20130921070000',0
b'20130921080000',0
b'20130921090000',0
b'20130921100000',0
b'20130921110000',0
b'20130921120000',0
b'20130921130000',0
b'20130921140000',0
b'20130921150000',0
b'20130921160000',0
b'20130921170000',0
b'20130921180000',0
b'20130921190000',0
b'20130921200000',0
b'20130921210000',0
b'20130921220000',0
b'20130921230000',0
b'20130922000000',0
b'20130922010000',0
b'20130922020000',0
b'20130922030000',0
b'20130922040000',0
b'20130922050000',0
b'20130922060000',0
b'20130922070000',0
b'20130922080000',0
b'20130922090000',0
b'20130922100000',0
b'20130922110000',0
b'20130922120000',0
b'20130922130000',0
b'20130922140000',0
b'20130922150000',0
b'20130922160000',0
b'20130922170000',0
b'20130922180000',0
b'20130922190000',0
b'20130922200000',0
b'20130922210000',0
b'20130922220000',0
b'20130922230000',0
b'20130923000000',0
b'20130923010000',0
b'20130923020000',0
b'20130923030000',0
b'20130923040000',0
b'20130923050000',0
b'20130923060000',0
b'20130923070000',0
b'20130923080000',0
b'20130923090000',0
b'20130923100000',0
b'20130923110000',0
b'20130923120000',0
b'20130923130000',0
b'20130923140000',0
b'20130923150000',0
b'20130923160000',0
b'20130923170000',0
b'20130923180000',0
b'20130923190000',0
b'20130923200000',0
b'20130923210000',0
b'20130923220000',0
b'20130923230000',0
b'20130924000000',0
b'20130924010000',0
b'20130924020000',0
b'20130924030000',0
b'20130924040000',0
b'20130924050000',0
b'20130924060000',0
b'20130924070000',0
b'20130924080000',0
b'20130924090000',0
b'20130924100000',0
b'20130924110000',0
b'20130924120000',0
b'20130924130000',0
b'20130924140000',0
b'20130924150000',0
b'20130924160000',0
b'20130924170000',0
b'20130924180000',0
b'20130924190000',0
b'20130924200000',0
b'20130924210000',0
b'20130924220000',0
b'20130924230000',0
b'20130925000000',0
b'20130925010000',0
b'20130925020000',0
b'20130925030000',0
b'20130925040000',0
b'20130925050000',0
b'20130925060000',0
b'20130925070000',0
b'20130925080000',0
b'20130925090000',0
b'20130925100000',0
b'20130925110000',0
b'20130925120000',0
b'20130925130000',0
b'20130925140000',0
b'20130925150000',0
b'20130925160000',0
b'20130925170000',0
b'20130925180000',0
b'20130925190000',0
b'20130925200000',0
b'20130925210000',0
b'20130925220000',0
b'20130925230000',0
b'20130926000000',0
b'20130926010000',0
b'20130926020000',0
b'20130926030000',0
b'20130926040000',0
b'20130926050000',0
b'20130926060000',0
b'20130926070000',0
b'20130926080000',0
b'20130926090000',0
b'20130926100000',0
b'20130926110000',0
b'20130926120000',0
b'20130926130000',0
b'20130926140000',0
b'20130926150000',0
b'20130926160000',0
b'20130926170000',0
b'20130926180000',0
b'20130926190000',0
b'20130926200000',0
b'20130926210000',0
b'20130926220000',0
b'20130926230000',0
b'20130927000000',0
b'20130927010000',0
b'20130927020000',0
b'20130927030000',0
b'20130927040000',0
b'20130927050000',0
b'20130927060000',0
b'20130927070000',0
b'20130927080000',0
b'20130927090000',0
b'20130927100000',0
b'20130927110000',0
b'20130927120000',0
b'20130927130000',0
b'20130927140000',0
b'20130927150000',0
b'20130927160000',0
b'20130927170000',0
b'20130927180000',0
b'20130927190000',0
b'20130927200000',0
b'20130927210000',0
b'20130927220000',0
b'20130927230000',0
b'20130928000000',0
b'20130928010000',0
b'20130928020000',0
b'20130928030000',0
b'20130928040000',0
b'20130928050000',0
b'20130928060000',0
b'20130928070000',0
b'20130928080000',0
b'20130928090000',0
b'20130928100000',0
b'20130928110000',0
b'20130928120000',0
b'20130928130000',0
b'20130928140000',0
b'20130928150000',0
b'20130928160000',0
b'20130928170000',0
b'20130928180000',0
b'20130928190000',0
b'20130928200000',0
b'20130928210000',0
b'20130928220000',0
b'20130928230000',0
b'20130929000000',0
b'20130929010000',0
b'20130929020000',0
b'20130929030000',0
b'20130929040000',0
b'20130929050000',0
b'20130929060000',0
b'20130929070000',0
b'20130929080000',0
b'20130929090000',0
b'20130929100000',0
b'20130929110000',0
b'20130929120000',0
b'20130929130000',0
b'20130929140000',0
b'20130929150000',0
b'20130929160000',0
b'20130929170000',0
b'20130929180000',0
b'20130929190000',0
b'20130929200000',0
b'20130929210000',0
b'20130929220000',0
b'20130929230000',0
b'20130930000000',0
b'20130930010000',0
b'20130930020000',0
b'20130930030000',0
b'20130930040000',0
b'20130930050000',0
b'20130930060000',0
b'20130930070000',0
b'20130930080000',0
b'20130930090000',0
b'20130930100000',0
b'20130930110000',0
b'20130930120000',0
b'20130930130000',0
b'20130930140000',0
b'20130930150000',0
b'20130930160000',0
b'20130930170000',0
b'20130930180000',0
b'20130930190000',0
b'20130930200000',0
b'20130930210000',0
b'20130930220000',0
b'20130930230000',0
b'20131001000000',0
b'20131001010000',0
b'20131001020000',0
b'20131001030000',0
b'20131001040000',0
b'20131001050000',0
b'20131001060000',0
b'20131001070000',0
b'20131001080000',0
b'20131001090000',0
b'20131001100000',0
b'20131001110000',0
b'20131001120000',0
b'20131001130000',0
b'20131001140000',0
b'20131001150000',0
b'20131001160000',0
b'20131001170000',0
b'20131001180000',0
b'20131001190000',0
b'20131001200000',0
b'20131001210000',0
b'20131001220000',0
b'20131001230000',0
b'20131002000000',0
b'20131002010000',0
b'20131002020000',0
b'20131002030000',0
b'20131002040000',0
b'20131002050000',0
b'20131002060000',0
b'20131002070000',0
b'20131002080000',0
b'20131002090000',0
b'20131002100000',0
b'20131002110000',0
b'20131002120000',0
b'20131002130000',0
b'20131002140000',0
b'20131002150000',0
b'20131002160000',0
b'20131002170000',0
b'20131002180000',0
b'20131002190000',0
b'20131002200000',0
b'20131002210000',0
b'20131002220000',0
b'20131002230000',0
b'20131003000000',0
b'20131003010000',0
b'20131003020000',0
b'20131003030000',0
b'20131003040000',0
b'20131003050000',0
b'20131003060000',0
b'20131003070000',0
b'20131003080000',0
b'20131003090000',0
b'20131003100000',0
b'20131003110000',0
b'20131003120000',0
b'20131003130000',0
b'20131003140000',0
b'20131003150000',0
b'20131003160000',0
b'20131003170000',0
b'20131003180000',0
b'20131003190000',0
b'20131003200000',0
b'20131003210000',0
b'20131003220000',0
b'20131003230000',0
b'20131004000000',0
b'20131004010000',0
b'20131004020000',0
b'20131004030000',0
b'20131004040000',0
b'20131004050000',0
b'20131004060000',0
b'20131004070000',0
b'20131004080000',0
b'20131004090000',0
b'20131004100000',0
b'20131004110000',0
b'20131004120000',0
b'20131004130000',0
b'20131004140000',0
b'20131004150000',0
b'20131004160000',0
b'20131004170000',0
b'20131004180000',0
b'20131004190000',0
b'20131004200000',0
b'20131004210000',0
b'20131004220000',0
b'20131004230000',0
b'20131005000000',0
b'20131005010000',0
b'20131005020000',0
b'20131005030000',0
b'20131005040000',0
b'20131005050000',0
b'20131005060000',0
b'20131005070000',0
b'20131005080000',0
b'20131005090000',0
b'20131005100000',0
b'20131005110000',0
b'20131005120000',0
b'20131005130000',0
b'20131005140000',0
b'20131005150000',0
b'20131005160000',0
b'20131005170000',0
b'20131005180000',0
b'20131005190000',0
b'20131005200000',0
b'20131005210000',0
b'20131005220000',0
b'20131005230000',0
b'20131006000000',0
b'20131006010000',0
b'20131006020000',0
