,average CF
b'20070817160000',0
b'20070817170000',0
b'20070817180000',0
b'20070817190000',0
b'20070817200000',0
b'20070817210000',0
b'20070817220000',0
b'20070817230000',0
b'20070818000000',0
b'20070818010000',0
b'20070818020000',0
b'20070818030000',0
b'20070818040000',0
b'20070818050000',0
b'20070818060000',0
b'20070818070000',0
b'20070818080000',0
b'20070818090000',0
b'20070818100000',0
b'20070818110000',0
b'20070818120000',0
b'20070818130000',0
b'20070818140000',0
b'20070818150000',0
b'20070818160000',0
b'20070818170000',0
b'20070818180000',0
b'20070818190000',0
b'20070818200000',0
b'20070818210000',0
b'20070818220000',0
b'20070818230000',0
b'20070819000000',0
b'20070819010000',0
b'20070819020000',0
b'20070819030000',0
b'20070819040000',0
b'20070819050000',0
b'20070819060000',0
b'20070819070000',0
b'20070819080000',0
b'20070819090000',0
b'20070819100000',0
b'20070819110000',0
b'20070819120000',0
b'20070819130000',0
b'20070819140000',0
b'20070819150000',0
b'20070819160000',0
b'20070819170000',0
b'20070819180000',0
b'20070819190000',0
b'20070819200000',0
b'20070819210000',0
b'20070819220000',0
b'20070819230000',0
b'20070820000000',0
b'20070820010000',0
b'20070820020000',0
b'20070820030000',0
b'20070820040000',0
b'20070820050000',0
b'20070820060000',0
b'20070820070000',0
b'20070820080000',0
b'20070820090000',0
b'20070820100000',0
b'20070820110000',0
b'20070820120000',0
b'20070820130000',0
b'20070820140000',0
b'20070820150000',0
b'20070820160000',0
b'20070820170000',0
b'20070820180000',0
b'20070820190000',0
b'20070820200000',0
b'20070820210000',0
b'20070820220000',0
b'20070820230000',0
b'20070821000000',0
b'20070821010000',0
b'20070821020000',0
b'20070821030000',0
b'20070821040000',0
b'20070821050000',0
b'20070821060000',0
b'20070821070000',0
b'20070821080000',0
b'20070821090000',0
b'20070821100000',0
b'20070821110000',0
b'20070821120000',0
b'20070821130000',0
b'20070821140000',0
b'20070821150000',0
b'20070821160000',0
b'20070821170000',0
b'20070821180000',0
b'20070821190000',0
b'20070821200000',0
b'20070821210000',0
b'20070821220000',0
b'20070821230000',0
b'20070822000000',0
b'20070822010000',0
b'20070822020000',0
b'20070822030000',0
b'20070822040000',0
b'20070822050000',0
b'20070822060000',0
b'20070822070000',0
b'20070822080000',0
b'20070822090000',0
b'20070822100000',0
b'20070822110000',0
b'20070822120000',0
b'20070822130000',0
b'20070822140000',0
b'20070822150000',0
b'20070822160000',0
b'20070822170000',0
b'20070822180000',0
b'20070822190000',0
b'20070822200000',0
b'20070822210000',0
b'20070822220000',0
b'20070822230000',0
b'20070823000000',0
b'20070823010000',0
b'20070823020000',0
b'20070823030000',0
b'20070823040000',0
b'20070823050000',0
b'20070823060000',0
b'20070823070000',0
b'20070823080000',0
b'20070823090000',0
b'20070823100000',0
b'20070823110000',0
b'20070823120000',0
b'20070823130000',0
b'20070823140000',0
b'20070823150000',0
b'20070823160000',0
b'20070823170000',0
b'20070823180000',0
b'20070823190000',0
b'20070823200000',0
b'20070823210000',0
b'20070823220000',0
b'20070823230000',0
b'20070824000000',0
b'20070824010000',0
b'20070824020000',0
b'20070824030000',0
b'20070824040000',0
b'20070824050000',0
b'20070824060000',0
b'20070824070000',0
b'20070824080000',0
b'20070824090000',0
b'20070824100000',0
b'20070824110000',0
b'20070824120000',0
b'20070824130000',0
b'20070824140000',0
b'20070824150000',0
b'20070824160000',0
b'20070824170000',0
b'20070824180000',0
b'20070824190000',0
b'20070824200000',0
b'20070824210000',0
b'20070824220000',0
b'20070824230000',0
b'20070825000000',0
b'20070825010000',0
b'20070825020000',0
b'20070825030000',0
b'20070825040000',0
b'20070825050000',0
b'20070825060000',0
b'20070825070000',0
b'20070825080000',0
b'20070825090000',0
b'20070825100000',0
b'20070825110000',0
b'20070825120000',0
b'20070825130000',0
b'20070825140000',0
b'20070825150000',0
b'20070825160000',0
b'20070825170000',0
b'20070825180000',0
b'20070825190000',0
b'20070825200000',0
b'20070825210000',0
b'20070825220000',0
b'20070825230000',0
b'20070826000000',0
b'20070826010000',0
b'20070826020000',0
b'20070826030000',0
b'20070826040000',0
b'20070826050000',0
b'20070826060000',0
b'20070826070000',0
b'20070826080000',0
b'20070826090000',0
b'20070826100000',0
b'20070826110000',0
b'20070826120000',0
b'20070826130000',0
b'20070826140000',0
b'20070826150000',0
b'20070826160000',0
b'20070826170000',0
b'20070826180000',0
b'20070826190000',0
b'20070826200000',0
b'20070826210000',0
b'20070826220000',0
b'20070826230000',0
b'20070827000000',0
b'20070827010000',0
b'20070827020000',0
b'20070827030000',0
b'20070827040000',0
b'20070827050000',0
b'20070827060000',0
b'20070827070000',0
b'20070827080000',0
b'20070827090000',0
b'20070827100000',0
b'20070827110000',0
b'20070827120000',0
b'20070827130000',0
b'20070827140000',0
b'20070827150000',0
b'20070827160000',0
b'20070827170000',0
b'20070827180000',0
b'20070827190000',0
b'20070827200000',0
b'20070827210000',0
b'20070827220000',0
b'20070827230000',0
b'20070828000000',0
b'20070828010000',0
b'20070828020000',0
b'20070828030000',0
b'20070828040000',0
b'20070828050000',0
b'20070828060000',0
b'20070828070000',0
b'20070828080000',0
b'20070828090000',0
b'20070828100000',0
b'20070828110000',0
b'20070828120000',0
b'20070828130000',0
b'20070828140000',0
b'20070828150000',0
b'20070828160000',0
b'20070828170000',0
b'20070828180000',0
b'20070828190000',0
b'20070828200000',0
b'20070828210000',0
b'20070828220000',0
b'20070828230000',0
b'20070829000000',0
b'20070829010000',0
b'20070829020000',0
b'20070829030000',0
b'20070829040000',0
b'20070829050000',0
b'20070829060000',0
b'20070829070000',0
b'20070829080000',0
b'20070829090000',0
b'20070829100000',0
b'20070829110000',0
b'20070829120000',0
b'20070829130000',0
b'20070829140000',0
b'20070829150000',0
b'20070829160000',0
b'20070829170000',0
b'20070829180000',0
b'20070829190000',0
b'20070829200000',0
b'20070829210000',0
b'20070829220000',0
b'20070829230000',0
b'20070830000000',0
b'20070830010000',0
b'20070830020000',0
b'20070830030000',0
b'20070830040000',0
b'20070830050000',0
b'20070830060000',0
b'20070830070000',0
b'20070830080000',0
b'20070830090000',0
b'20070830100000',0
b'20070830110000',0
b'20070830120000',0
b'20070830130000',0
b'20070830140000',0
b'20070830150000',0
b'20070830160000',0
b'20070830170000',0
b'20070830180000',0
b'20070830190000',0
b'20070830200000',0
b'20070830210000',0
b'20070830220000',0
b'20070830230000',0
b'20070831000000',0
b'20070831010000',0
b'20070831020000',0
b'20070831030000',0
b'20070831040000',0
b'20070831050000',0
b'20070831060000',0
b'20070831070000',0
b'20070831080000',0
b'20070831090000',0
b'20070831100000',0
b'20070831110000',0
b'20070831120000',0
b'20070831130000',0
b'20070831140000',0
b'20070831150000',0
b'20070831160000',0
b'20070831170000',0
b'20070831180000',0
b'20070831190000',0
b'20070831200000',0
b'20070831210000',0
b'20070831220000',0
b'20070831230000',0
b'20070901000000',0
b'20070901010000',0
b'20070901020000',0
b'20070901030000',0
b'20070901040000',0
b'20070901050000',0
b'20070901060000',0
b'20070901070000',0
b'20070901080000',0
b'20070901090000',0
b'20070901100000',0
b'20070901110000',0
b'20070901120000',0
b'20070901130000',0
b'20070901140000',0
b'20070901150000',0
b'20070901160000',0
b'20070901170000',0
b'20070901180000',0
b'20070901190000',0
b'20070901200000',0
b'20070901210000',0
b'20070901220000',0
b'20070901230000',0
b'20070902000000',0
b'20070902010000',0
b'20070902020000',0
b'20070902030000',0
b'20070902040000',0
b'20070902050000',0
b'20070902060000',0
b'20070902070000',0
b'20070902080000',0
b'20070902090000',0
b'20070902100000',0
b'20070902110000',0
b'20070902120000',0
b'20070902130000',0
b'20070902140000',0
b'20070902150000',0
b'20070902160000',0
b'20070902170000',0
b'20070902180000',0
b'20070902190000',0
b'20070902200000',0
b'20070902210000',0
b'20070902220000',0
b'20070902230000',0
b'20070903000000',0
b'20070903010000',0
b'20070903020000',0
b'20070903030000',0
b'20070903040000',0
b'20070903050000',0
b'20070903060000',0
b'20070903070000',0
b'20070903080000',0
b'20070903090000',0
b'20070903100000',0
b'20070903110000',0
b'20070903120000',0
b'20070903130000',0
b'20070903140000',0
b'20070903150000',0
b'20070903160000',0
b'20070903170000',0
b'20070903180000',0
b'20070903190000',0
b'20070903200000',0
b'20070903210000',0
b'20070903220000',0
b'20070903230000',0
b'20070904000000',0
b'20070904010000',0
b'20070904020000',0
b'20070904030000',0
b'20070904040000',0
b'20070904050000',0
b'20070904060000',0
b'20070904070000',0
b'20070904080000',0
b'20070904090000',0
b'20070904100000',0
b'20070904110000',0
b'20070904120000',0
b'20070904130000',0
b'20070904140000',0
b'20070904150000',0
b'20070904160000',0
b'20070904170000',0
b'20070904180000',0
b'20070904190000',0
b'20070904200000',0
b'20070904210000',0
b'20070904220000',0
b'20070904230000',0
b'20070905000000',0
b'20070905010000',0
b'20070905020000',0
b'20070905030000',0
b'20070905040000',0
b'20070905050000',0
b'20070905060000',0
b'20070905070000',0
b'20070905080000',0
b'20070905090000',0
b'20070905100000',0
b'20070905110000',0
b'20070905120000',0
b'20070905130000',0
b'20070905140000',0
b'20070905150000',0
b'20070905160000',0
b'20070905170000',0
b'20070905180000',0
b'20070905190000',0
b'20070905200000',0
b'20070905210000',0
b'20070905220000',0
b'20070905230000',0
b'20070906000000',0
b'20070906010000',0
b'20070906020000',0
b'20070906030000',0
b'20070906040000',0
b'20070906050000',0
b'20070906060000',0
b'20070906070000',0
b'20070906080000',0
b'20070906090000',0
b'20070906100000',0
b'20070906110000',0
b'20070906120000',0
b'20070906130000',0
b'20070906140000',0
b'20070906150000',0
b'20070906160000',0
b'20070906170000',0
b'20070906180000',0
b'20070906190000',0
b'20070906200000',0
b'20070906210000',0
b'20070906220000',0
b'20070906230000',0
b'20070907000000',0
b'20070907010000',0
b'20070907020000',0
b'20070907030000',0
b'20070907040000',0
b'20070907050000',0
b'20070907060000',0
b'20070907070000',0
b'20070907080000',0
b'20070907090000',0
b'20070907100000',0
b'20070907110000',0
b'20070907120000',0
b'20070907130000',0
b'20070907140000',0
b'20070907150000',0
b'20070907160000',0
b'20070907170000',0
b'20070907180000',0
b'20070907190000',0
b'20070907200000',0
b'20070907210000',0
b'20070907220000',0
b'20070907230000',0
b'20070908000000',0
b'20070908010000',0
b'20070908020000',0
b'20070908030000',0
b'20070908040000',0
b'20070908050000',0
b'20070908060000',0
b'20070908070000',0
b'20070908080000',0
b'20070908090000',0
b'20070908100000',0
b'20070908110000',0
b'20070908120000',0
b'20070908130000',0
b'20070908140000',0
b'20070908150000',0
b'20070908160000',0
b'20070908170000',0
b'20070908180000',0
b'20070908190000',0
b'20070908200000',0
b'20070908210000',0
b'20070908220000',0
b'20070908230000',0
b'20070909000000',0
b'20070909010000',0
b'20070909020000',0
b'20070909030000',0
b'20070909040000',0
b'20070909050000',0
b'20070909060000',0
b'20070909070000',0
b'20070909080000',0
b'20070909090000',0
b'20070909100000',0
b'20070909110000',0
b'20070909120000',0
b'20070909130000',0
b'20070909140000',0
b'20070909150000',0
b'20070909160000',0
b'20070909170000',0
b'20070909180000',0
b'20070909190000',0
b'20070909200000',0
b'20070909210000',0
b'20070909220000',0
b'20070909230000',0
b'20070910000000',0
b'20070910010000',0
b'20070910020000',0
b'20070910030000',0
b'20070910040000',0
b'20070910050000',0
b'20070910060000',0
b'20070910070000',0
b'20070910080000',0
b'20070910090000',0
b'20070910100000',0
b'20070910110000',0
b'20070910120000',0
b'20070910130000',0
b'20070910140000',0
b'20070910150000',0
b'20070910160000',0
b'20070910170000',0
b'20070910180000',0
b'20070910190000',0
b'20070910200000',0
b'20070910210000',0
b'20070910220000',0
b'20070910230000',0
b'20070911000000',0
b'20070911010000',0
b'20070911020000',0
b'20070911030000',0
b'20070911040000',0
b'20070911050000',0
b'20070911060000',0
b'20070911070000',0
b'20070911080000',0
b'20070911090000',0
b'20070911100000',0
b'20070911110000',0
b'20070911120000',0
b'20070911130000',0
b'20070911140000',0
b'20070911150000',0
b'20070911160000',0
b'20070911170000',0
b'20070911180000',0
b'20070911190000',0
b'20070911200000',0
b'20070911210000',0
b'20070911220000',0
b'20070911230000',0
b'20070912000000',0
b'20070912010000',0
b'20070912020000',0
b'20070912030000',0
b'20070912040000',0
b'20070912050000',0
b'20070912060000',0
b'20070912070000',0
b'20070912080000',0
b'20070912090000',0
b'20070912100000',0
b'20070912110000',0
b'20070912120000',0
b'20070912130000',0
b'20070912140000',0
b'20070912150000',0
b'20070912160000',0
b'20070912170000',0
b'20070912180000',0
b'20070912190000',0
b'20070912200000',0
b'20070912210000',0
b'20070912220000',0
b'20070912230000',0
b'20070913000000',0
b'20070913010000',0
b'20070913020000',0
b'20070913030000',0
b'20070913040000',0
b'20070913050000',0
b'20070913060000',0
b'20070913070000',0
b'20070913080000',0
b'20070913090000',0
b'20070913100000',0
b'20070913110000',0
b'20070913120000',0
b'20070913130000',0
b'20070913140000',0
b'20070913150000',0
b'20070913160000',0
b'20070913170000',0
b'20070913180000',0
b'20070913190000',0
b'20070913200000',0
b'20070913210000',0
b'20070913220000',0
b'20070913230000',0
b'20070914000000',0
b'20070914010000',0
b'20070914020000',0
b'20070914030000',0
b'20070914040000',0
b'20070914050000',0
b'20070914060000',0
b'20070914070000',0
b'20070914080000',0
b'20070914090000',0
b'20070914100000',0
b'20070914110000',0
b'20070914120000',0
b'20070914130000',0
b'20070914140000',0
b'20070914150000',0
b'20070914160000',0
b'20070914170000',0
b'20070914180000',0
b'20070914190000',0
b'20070914200000',0
b'20070914210000',0
b'20070914220000',0
b'20070914230000',0
b'20070915000000',0
b'20070915010000',0
b'20070915020000',0
b'20070915030000',0
b'20070915040000',0
b'20070915050000',0
b'20070915060000',0
b'20070915070000',0
b'20070915080000',0
b'20070915090000',0
b'20070915100000',0
b'20070915110000',0
b'20070915120000',0
b'20070915130000',0
b'20070915140000',0
b'20070915150000',0
b'20070915160000',0
b'20070915170000',0
b'20070915180000',0
b'20070915190000',0
b'20070915200000',0
b'20070915210000',0
b'20070915220000',0
b'20070915230000',0
b'20070916000000',0
b'20070916010000',0
b'20070916020000',0
b'20070916030000',0
b'20070916040000',0
b'20070916050000',0
b'20070916060000',0
b'20070916070000',0
b'20070916080000',0
b'20070916090000',0
b'20070916100000',0
b'20070916110000',0
b'20070916120000',0
b'20070916130000',0
b'20070916140000',0
b'20070916150000',0
b'20070916160000',0
b'20070916170000',0
b'20070916180000',0
b'20070916190000',0
b'20070916200000',0
b'20070916210000',0
b'20070916220000',0
b'20070916230000',0
b'20070917000000',0
b'20070917010000',0
b'20070917020000',0
b'20070917030000',0
b'20070917040000',0
b'20070917050000',0
b'20070917060000',0
b'20070917070000',0
b'20070917080000',0
b'20070917090000',0
b'20070917100000',0
b'20070917110000',0
b'20070917120000',0
b'20070917130000',0
b'20070917140000',0
b'20070917150000',0
b'20070917160000',0
b'20070917170000',0
b'20070917180000',0
b'20070917190000',0
b'20070917200000',0
b'20070917210000',0
b'20070917220000',0
b'20070917230000',0
b'20070918000000',0
b'20070918010000',0
b'20070918020000',0
b'20070918030000',0
b'20070918040000',0
b'20070918050000',0
b'20070918060000',0
b'20070918070000',0
b'20070918080000',0
b'20070918090000',0
b'20070918100000',0
b'20070918110000',0
b'20070918120000',0
b'20070918130000',0
b'20070918140000',0
b'20070918150000',0
b'20070918160000',0
b'20070918170000',0
b'20070918180000',0
b'20070918190000',0
b'20070918200000',0
b'20070918210000',0
b'20070918220000',0
b'20070918230000',0
b'20070919000000',0
b'20070919010000',0
b'20070919020000',0
b'20070919030000',0
b'20070919040000',0
b'20070919050000',0
b'20070919060000',0
b'20070919070000',0
b'20070919080000',0
b'20070919090000',0
b'20070919100000',0
b'20070919110000',0
b'20070919120000',0
b'20070919130000',0
b'20070919140000',0
b'20070919150000',0
b'20070919160000',0
b'20070919170000',0
b'20070919180000',0
b'20070919190000',0
b'20070919200000',0
b'20070919210000',0
b'20070919220000',0
b'20070919230000',0
b'20070920000000',0
b'20070920010000',0
b'20070920020000',0
b'20070920030000',0
b'20070920040000',0
b'20070920050000',0
b'20070920060000',0
b'20070920070000',0
b'20070920080000',0
b'20070920090000',0
b'20070920100000',0
b'20070920110000',0
b'20070920120000',0
b'20070920130000',0
b'20070920140000',0
b'20070920150000',0
b'20070920160000',0
b'20070920170000',0
b'20070920180000',0
b'20070920190000',0
b'20070920200000',0
b'20070920210000',0
b'20070920220000',0
b'20070920230000',0
b'20070921000000',0
b'20070921010000',0
b'20070921020000',0
b'20070921030000',0
b'20070921040000',0
b'20070921050000',0
b'20070921060000',0
b'20070921070000',0
b'20070921080000',0
b'20070921090000',0
b'20070921100000',0
b'20070921110000',0
b'20070921120000',0
b'20070921130000',0
b'20070921140000',0
b'20070921150000',0
b'20070921160000',0
b'20070921170000',0
b'20070921180000',0
b'20070921190000',0
b'20070921200000',0
b'20070921210000',0
b'20070921220000',0
b'20070921230000',0
b'20070922000000',0
b'20070922010000',0
b'20070922020000',0
b'20070922030000',0
b'20070922040000',0
b'20070922050000',0
b'20070922060000',0
b'20070922070000',0
b'20070922080000',0
b'20070922090000',0
b'20070922100000',0
b'20070922110000',0
b'20070922120000',0
b'20070922130000',0
b'20070922140000',0
b'20070922150000',0
b'20070922160000',0
b'20070922170000',0
b'20070922180000',0
b'20070922190000',0
b'20070922200000',0
b'20070922210000',0
b'20070922220000',0
b'20070922230000',0
b'20070923000000',0
b'20070923010000',0
b'20070923020000',0
b'20070923030000',0
b'20070923040000',0
b'20070923050000',0
b'20070923060000',0
b'20070923070000',0
b'20070923080000',0
b'20070923090000',0
b'20070923100000',0
b'20070923110000',0
b'20070923120000',0
b'20070923130000',0
b'20070923140000',0
b'20070923150000',0
b'20070923160000',0
b'20070923170000',0
b'20070923180000',0
b'20070923190000',0
b'20070923200000',0
b'20070923210000',0
b'20070923220000',0
b'20070923230000',0
b'20070924000000',0
b'20070924010000',0
b'20070924020000',0
b'20070924030000',0
b'20070924040000',0
b'20070924050000',0
b'20070924060000',0
b'20070924070000',0
b'20070924080000',0
b'20070924090000',0
b'20070924100000',0
b'20070924110000',0
b'20070924120000',0
b'20070924130000',0
b'20070924140000',0
b'20070924150000',0
b'20070924160000',0
b'20070924170000',0
b'20070924180000',0
b'20070924190000',0
b'20070924200000',0
b'20070924210000',0
b'20070924220000',0
b'20070924230000',0
b'20070925000000',0
b'20070925010000',0
b'20070925020000',0
b'20070925030000',0
b'20070925040000',0
b'20070925050000',0
b'20070925060000',0
b'20070925070000',0
b'20070925080000',0
b'20070925090000',0
b'20070925100000',0
b'20070925110000',0
b'20070925120000',0
b'20070925130000',0
b'20070925140000',0
b'20070925150000',0
b'20070925160000',0
b'20070925170000',0
b'20070925180000',0
b'20070925190000',0
b'20070925200000',0
b'20070925210000',0
b'20070925220000',0
b'20070925230000',0
b'20070926000000',0
b'20070926010000',0
b'20070926020000',0
b'20070926030000',0
b'20070926040000',0
b'20070926050000',0
b'20070926060000',0
b'20070926070000',0
b'20070926080000',0
b'20070926090000',0
b'20070926100000',0
b'20070926110000',0
b'20070926120000',0
b'20070926130000',0
b'20070926140000',0
b'20070926150000',0
b'20070926160000',0
b'20070926170000',0
b'20070926180000',0
b'20070926190000',0
b'20070926200000',0
b'20070926210000',0
b'20070926220000',0
b'20070926230000',0
b'20070927000000',0
b'20070927010000',0
b'20070927020000',0
b'20070927030000',0
b'20070927040000',0
b'20070927050000',0
b'20070927060000',0
b'20070927070000',0
b'20070927080000',0
b'20070927090000',0
b'20070927100000',0
b'20070927110000',0
b'20070927120000',0
b'20070927130000',0
b'20070927140000',0
b'20070927150000',0
b'20070927160000',0
b'20070927170000',0
b'20070927180000',0
b'20070927190000',0
b'20070927200000',0
b'20070927210000',0
b'20070927220000',0
b'20070927230000',0
b'20070928000000',0
b'20070928010000',0
b'20070928020000',0
b'20070928030000',0
b'20070928040000',0
b'20070928050000',0
b'20070928060000',0
b'20070928070000',0
b'20070928080000',0
b'20070928090000',0
b'20070928100000',0
b'20070928110000',0
b'20070928120000',0
b'20070928130000',0
b'20070928140000',0
b'20070928150000',0
b'20070928160000',0
b'20070928170000',0
b'20070928180000',0
b'20070928190000',0
b'20070928200000',0
b'20070928210000',0
b'20070928220000',0
b'20070928230000',0
b'20070929000000',0
b'20070929010000',0
b'20070929020000',0
b'20070929030000',0
b'20070929040000',0
b'20070929050000',0
b'20070929060000',0
b'20070929070000',0
b'20070929080000',0
b'20070929090000',0
b'20070929100000',0
b'20070929110000',0
b'20070929120000',0
b'20070929130000',0
b'20070929140000',0
b'20070929150000',0
b'20070929160000',0
b'20070929170000',0
b'20070929180000',0
b'20070929190000',0
b'20070929200000',0
b'20070929210000',0
b'20070929220000',0
b'20070929230000',0
b'20070930000000',0
b'20070930010000',0
b'20070930020000',0
b'20070930030000',0
b'20070930040000',0
b'20070930050000',0
b'20070930060000',0
b'20070930070000',0
b'20070930080000',0
b'20070930090000',0
b'20070930100000',0
b'20070930110000',0
b'20070930120000',0
b'20070930130000',0
b'20070930140000',0
b'20070930150000',0
b'20070930160000',0
b'20070930170000',0
b'20070930180000',0
b'20070930190000',0
b'20070930200000',0
b'20070930210000',0
b'20070930220000',0
b'20070930230000',0
b'20071001000000',0
b'20071001010000',0
b'20071001020000',0
b'20071001030000',0
b'20071001040000',0
b'20071001050000',0
b'20071001060000',0
b'20071001070000',0
b'20071001080000',0
b'20071001090000',0
b'20071001100000',0
b'20071001110000',0
b'20071001120000',0
b'20071001130000',0
b'20071001140000',0
b'20071001150000',0
b'20071001160000',0
b'20071001170000',0
b'20071001180000',0
b'20071001190000',0
b'20071001200000',0
b'20071001210000',0
b'20071001220000',0
b'20071001230000',0
b'20071002000000',0
b'20071002010000',0
b'20071002020000',0
b'20071002030000',0
b'20071002040000',0
b'20071002050000',0
b'20071002060000',0
b'20071002070000',0
b'20071002080000',0
b'20071002090000',0
b'20071002100000',0
b'20071002110000',0
b'20071002120000',0
b'20071002130000',0
b'20071002140000',0
b'20071002150000',0
b'20071002160000',0
b'20071002170000',0
b'20071002180000',0
b'20071002190000',0
b'20071002200000',0
b'20071002210000',0
b'20071002220000',0
b'20071002230000',0
b'20071003000000',0
b'20071003010000',0
b'20071003020000',0
b'20071003030000',0
b'20071003040000',0
b'20071003050000',0
b'20071003060000',0
b'20071003070000',0
b'20071003080000',0
b'20071003090000',0
b'20071003100000',0
b'20071003110000',0
b'20071003120000',0
b'20071003130000',0
b'20071003140000',0
b'20071003150000',0
b'20071003160000',0
b'20071003170000',0
b'20071003180000',0
b'20071003190000',0
b'20071003200000',0
b'20071003210000',0
b'20071003220000',0
b'20071003230000',0
b'20071004000000',0
b'20071004010000',0
b'20071004020000',0
b'20071004030000',0
b'20071004040000',0
b'20071004050000',0
b'20071004060000',0
b'20071004070000',0
b'20071004080000',0
b'20071004090000',0
b'20071004100000',0
b'20071004110000',0
b'20071004120000',0
b'20071004130000',0
b'20071004140000',0
b'20071004150000',0
b'20071004160000',0
b'20071004170000',0
b'20071004180000',0
b'20071004190000',0
b'20071004200000',0
b'20071004210000',0
b'20071004220000',0
b'20071004230000',0
b'20071005000000',0
b'20071005010000',0
b'20071005020000',0
b'20071005030000',0
b'20071005040000',0
b'20071005050000',0
b'20071005060000',0
b'20071005070000',0
b'20071005080000',0
b'20071005090000',0
b'20071005100000',0
b'20071005110000',0
b'20071005120000',0
b'20071005130000',0
b'20071005140000',0
b'20071005150000',0
b'20071005160000',0
b'20071005170000',0
b'20071005180000',0
b'20071005190000',0
b'20071005200000',0
b'20071005210000',0
b'20071005220000',0
b'20071005230000',0
b'20071006000000',0
b'20071006010000',0
b'20071006020000',0
b'20071006030000',0
b'20071006040000',0
b'20071006050000',0
b'20071006060000',0
b'20071006070000',0
b'20071006080000',0
b'20071006090000',0
b'20071006100000',0
b'20071006110000',0
b'20071006120000',0
b'20071006130000',0
b'20071006140000',0
b'20071006150000',0
b'20071006160000',0
b'20071006170000',0
b'20071006180000',0
b'20071006190000',0
b'20071006200000',0
b'20071006210000',0
b'20071006220000',0
b'20071006230000',0
b'20071007000000',0
b'20071007010000',0
b'20071007020000',0
b'20071007030000',0
b'20071007040000',0
b'20071007050000',0
b'20071007060000',0
b'20071007070000',0
b'20071007080000',0
b'20071007090000',0
b'20071007100000',0
b'20071007110000',0
b'20071007120000',0
b'20071007130000',0
b'20071007140000',0
b'20071007150000',0
b'20071007160000',0
b'20071007170000',0
b'20071007180000',0
b'20071007190000',0
b'20071007200000',0
b'20071007210000',0
b'20071007220000',0
b'20071007230000',0
b'20071008000000',0
b'20071008010000',0
b'20071008020000',0
b'20071008030000',0
b'20071008040000',0
b'20071008050000',0
b'20071008060000',0
b'20071008070000',0
b'20071008080000',0
b'20071008090000',0
b'20071008100000',0
b'20071008110000',0
b'20071008120000',0
b'20071008130000',0
b'20071008140000',0
b'20071008150000',0
b'20071008160000',0
b'20071008170000',0
b'20071008180000',0
b'20071008190000',0
b'20071008200000',0
b'20071008210000',0
b'20071008220000',0
b'20071008230000',0
b'20071009000000',0
b'20071009010000',0
b'20071009020000',0
b'20071009030000',0
b'20071009040000',0
b'20071009050000',0
b'20071009060000',0
b'20071009070000',0
b'20071009080000',0
b'20071009090000',0
b'20071009100000',0
b'20071009110000',0
b'20071009120000',0
b'20071009130000',0
b'20071009140000',0
b'20071009150000',0
b'20071009160000',0
b'20071009170000',0
b'20071009180000',0
b'20071009190000',0
b'20071009200000',0
b'20071009210000',0
b'20071009220000',0
b'20071009230000',0
b'20071010000000',0
b'20071010010000',0
b'20071010020000',0
b'20071010030000',0
b'20071010040000',0
b'20071010050000',0
b'20071010060000',0
b'20071010070000',0
b'20071010080000',0
b'20071010090000',0
b'20071010100000',0
b'20071010110000',0
b'20071010120000',0
b'20071010130000',0
b'20071010140000',0
b'20071010150000',0
b'20071010160000',0
b'20071010170000',0
b'20071010180000',0
b'20071010190000',0
b'20071010200000',0
b'20071010210000',0
b'20071010220000',0
b'20071010230000',0
b'20071011000000',0
b'20071011010000',0
b'20071011020000',0
b'20071011030000',0
b'20071011040000',0
b'20071011050000',0
b'20071011060000',0
b'20071011070000',0
b'20071011080000',0
b'20071011090000',0
b'20071011100000',0
b'20071011110000',0
b'20071011120000',0
b'20071011130000',0
b'20071011140000',0
b'20071011150000',0
b'20071011160000',0
b'20071011170000',0
b'20071011180000',0
b'20071011190000',0
b'20071011200000',0
b'20071011210000',0
b'20071011220000',0
b'20071011230000',0
b'20071012000000',0
b'20071012010000',0
b'20071012020000',0
b'20071012030000',0
b'20071012040000',0
b'20071012050000',0
b'20071012060000',0
b'20071012070000',0
b'20071012080000',0
b'20071012090000',0
b'20071012100000',0
b'20071012110000',0
b'20071012120000',0
b'20071012130000',0
b'20071012140000',0
b'20071012150000',0
b'20071012160000',0
b'20071012170000',0
b'20071012180000',0
b'20071012190000',0
b'20071012200000',0
b'20071012210000',0
b'20071012220000',0
b'20071012230000',0
b'20071013000000',0
b'20071013010000',0
b'20071013020000',0
b'20071013030000',0
b'20071013040000',0
b'20071013050000',0
b'20071013060000',0
b'20071013070000',0
b'20071013080000',0
b'20071013090000',0
b'20071013100000',0
b'20071013110000',0
b'20071013120000',0
b'20071013130000',0
b'20071013140000',0
b'20071013150000',0
b'20071013160000',0
b'20071013170000',0
b'20071013180000',0
b'20071013190000',0
b'20071013200000',0
b'20071013210000',0
b'20071013220000',0
b'20071013230000',0
b'20071014000000',0
b'20071014010000',0
b'20071014020000',0
b'20071014030000',0
b'20071014040000',0
b'20071014050000',0
b'20071014060000',0
b'20071014070000',0
b'20071014080000',0
b'20071014090000',0
b'20071014100000',0
b'20071014110000',0
b'20071014120000',0
b'20071014130000',0
b'20071014140000',0
b'20071014150000',0
b'20071014160000',0
b'20071014170000',0
b'20071014180000',0
b'20071014190000',0
b'20071014200000',0
b'20071014210000',0
b'20071014220000',0
