,Unnamed: 11
138,0.122440001
139,0.151140002
140,0.202850001
141,0.235080002
142,0.206980002
143,0.215060003
144,0.2722
145,0.363710001
146,0.386570004
147,0.492630002
148,0.45247
149,0.418399999
150,0.406399998
151,0.428379996
152,0.456820002
153,0.416209997
154,0.50519
155,0.478900002
156,0.484210003
157,0.49928
158,0.538459998
159,0.553390001
160,0.440029998
161,0.407239999
162,0.436539997
163,0.41073
164,0.457519996
165,0.529239999
166,0.560639995
167,0.692789993
168,0.801220003
169,0.860550007
170,0.914959997
171,0.912939996
172,0.963249999
173,0.969310004
174,0.961040002
175,0.997979999
176,0.991919994
177,0.97360999
178,0.907620007
179,0.790979999
180,0.649799997
181,0.516689998
182,0.428929999
183,0.27264
184,0.197660001
185,0.13901
186,0.090530001
187,0.062250001
188,0.035680001
189,0.028280001
190,0.01654
191,0.0074
192,0.0074
193,0.00281
194,0.00281
195,0.00281
196,0.00281
197,0.00281
198,0.01405
199,0.02145
200,0.036250001
201,0.049980001
202,0.068300001
203,0.092740001
204,0.126350001
205,0.13901
206,0.193720002
207,0.238000003
208,0.238000003
209,0.222740002
210,0.231670003
211,0.216410002
212,0.181060003
213,0.165800002
214,0.164700003
215,0.155770002
216,0.1787
217,0.188480001
218,0.19215
219,0.192120001
220,0.20389
221,0.17411
222,0.18863
223,0.183279999
224,0.220279999
225,0.19221
226,0.213189999
227,0.253989999
228,0.266649999
229,0.272979999
230,0.31154
231,0.34689
232,0.338290001
233,0.308990003
234,0.297220004
235,0.335410002
236,0.344300002
237,0.358950001
238,0.3736
239,0.461499995
240,0.527599993
241,0.542249992
242,0.576549992
243,0.610849991
244,0.624239993
245,0.627359995
246,0.640749997
247,0.672549996
248,0.642629996
249,0.62212
250,0.638649999
251,0.651440002
252,0.681360002
253,0.673500004
254,0.69434
255,0.703420004
256,0.724880001
257,0.713299996
258,0.704889992
259,0.747599995
260,0.781899995
261,0.763539997
262,0.800060004
263,0.81002
264,0.820310003
265,0.800060004
266,0.795080006
267,0.82064001
268,0.845870006
269,0.856160009
270,0.845870006
271,0.830600005
272,0.830600005
273,0.830600005
274,0.747059998
275,0.762329999
276,0.797309998
277,0.826499999
278,0.838
279,0.835580003
280,0.789770001
281,0.699369997
282,0.738649994
283,0.640129995
284,0.701249996
285,0.7458
286,0.778759998
287,0.770870003
288,0.757700004
289,0.833780006
290,0.836390004
291,0.863560003
292,0.790100008
293,0.791070002
294,0.851660004
295,0.866990009
296,0.855689996
297,0.749820003
298,0.752320004
299,0.655559994
300,0.698109999
301,0.673050003
302,0.725550002
303,0.798180005
304,0.830260012
305,0.784120002
306,0.748010007
307,0.727430001
308,0.789720002
309,0.789770001
310,0.815330005
311,0.816540003
312,0.783249995
313,0.859999993
314,0.873180005
315,0.831140003
316,0.815200001
317,0.862890002
318,0.890270001
319,0.92202
320,0.859930006
321,0.848229998
322,0.819970009
323,0.915830004
324,0.903450012
325,0.831760004
326,0.897330004
327,0.961100006
328,0.909640008
329,0.940580004
330,0.924090022
331,0.922080004
332,0.926180011
333,0.894430012
334,0.830600005
335,0.893220013
336,0.85051001
337,0.851720008
338,0.833780006
339,0.804370001
340,0.815200001
341,0.799390003
342,0.755470002
343,0.699369997
344,0.7745
345,0.654179996
346,0.460449995
347,0.343349999
348,0.242039999
349,0.581740003
350,0.690540001
351,0.793939996
352,0.779540002
353,0.88775
354,0.880269997
355,0.995959997
356,0.995959997
357,0.989770001
358,0.997979999
359,1.0
360,0.989770001
361,0.997979999
362,0.995959997
363,1.0
364,1.0
365,0.997979999
366,0.995959997
367,1.0
368,1.0
369,0.997979999
370,1.0
371,0.995959997
372,1.0
373,0.997979999
374,0.997979999
375,0.997979999
376,1.0
377,0.997979999
378,0.997979999
379,0.993939996
380,0.993939996
381,0.98775
382,0.993939996
383,0.985729998
384,0.985729998
385,0.973479998
386,0.9755
387,0.9755
388,0.965270001
389,0.954979998
390,0.94677
391,0.919120008
392,0.912930012
393,0.875870007
394,0.866790003
395,0.850310004
396,0.840020001
397,0.840020001
398,0.803290004
399,0.803290004
400,0.76058
401,0.668299997
402,0.621229997
403,0.547339997
404,0.535569997
405,0.48273
406,0.48273
407,0.443889999
408,0.423800001
409,0.37612
410,0.31881
411,0.311620004
412,0.290410002
413,0.286070001
414,0.286070001
415,0.302180001
416,0.32316
417,0.351289999
418,0.359690003
419,0.33759
420,0.33125
421,0.3484
422,0.384649999
423,0.378309999
424,0.418520002
425,0.408229999
426,0.41716
427,0.455349998
428,0.460729998
429,0.51559
430,0.516019997
431,0.548869996
432,0.535579999
433,0.539599997
434,0.610609998
435,0.589959997
436,0.604609996
437,0.635149997
438,0.674429995
439,0.708109993
440,0.738649994
441,0.753919995
442,0.716519997
443,0.748939997
444,0.784459996
445,0.800060004
446,0.789770001
447,0.769189996
448,0.747059998
449,0.737100002
450,0.701249996
451,0.701249996
452,0.718399996
453,0.668829995
454,0.651679996
455,0.684099996
456,0.716519997
457,0.739859992
458,0.81002
459,0.7745
460,0.80625
461,0.810350007
462,0.80625
463,0.773159999
464,0.773159999
465,0.808950001
466,0.804039991
467,0.783199996
468,0.721859996
469,0.699809995
470,0.658739997
471,0.593050011
472,0.540470007
473,0.512720004
474,0.545310003
475,0.554770003
476,0.543180004
477,0.528480005
478,0.438970006
479,0.436020002
480,0.384190004
481,0.398890002
482,0.341579998
483,0.331600002
484,0.314590001
485,0.283319999
486,0.32314
487,0.287820001
488,0.232960001
489,0.20044
490,0.174970001
491,0.109990001
492,0.09014
493,0.109990001
494,0.114580001
495,0.071150001
496,0.054570001
497,0.051760001
498,0.04895
499,0.038030001
500,0.040840001
501,0.053540001
502,0.056350001
503,0.07641
504,0.08559
505,0.102590001
506,0.118060001
507,0.133570001
508,0.140510002
509,0.189990003
510,0.226190002
511,0.222460003
512,0.240560003
513,0.32331
514,0.407609998
515,0.468329996
516,0.52093
517,0.606250001
518,0.674060005
519,0.759719998
520,0.773510002
521,0.787239999
522,0.79074
523,0.764999995
524,0.804339999
525,0.792569999
526,0.785280001
527,0.756170005
528,0.77518
529,0.749619997
530,0.786760005
531,0.801410004
532,0.784260005
533,0.812439996
534,0.804370001
535,0.830600005
536,0.821520001
537,0.863560003
538,0.901430011
539,0.872970015
540,0.909700012
541,0.872970015
542,0.870959997
543,0.857910004
544,0.802380002
545,0.798279995
546,0.814880008
547,0.788730007
548,0.786630009
549,0.85968
550,0.894370008
551,0.885290003
552,0.899350005
553,0.879100007
554,0.915830004
555,0.926120007
556,0.872910011
557,0.786090004
558,0.823220004
559,0.822870001
560,0.808270001
561,0.77895
562,0.791120002
563,0.754340005
564,0.780829999
565,0.784260005
566,0.819439995
567,0.833160004
568,0.85374001
569,0.849640003
570,0.749380003
571,0.749380003
572,0.713529997
573,0.713529997
574,0.70196
575,0.70196
576,0.684609997
577,0.699879998
578,0.701289999
579,0.670749998
580,0.717869997
581,0.692879996
582,0.654269999
583,0.579759997
584,0.610939994
585,0.623569992
586,0.640719992
587,0.585579997
588,0.51021
589,0.465640001
590,0.440699999
591,0.3882
592,0.308330002
593,0.260590002
594,0.242730001
595,0.21655
596,0.17696
597,0.1787
598,0.171520001
599,0.13268
600,0.141610001
601,0.12176
602,0.116320001
603,0.095590001
604,0.116320001
605,0.108250001
606,0.091000001
607,0.086410001
608,0.081820001
609,0.072640001
610,0.05809
611,0.079010001
612,0.103410002
613,0.112340002
614,0.129590002
615,0.129840001
616,0.150540002
617,0.141610001
618,0.150540002
619,0.151430002
620,0.16259
621,0.156870002
622,0.168640001
623,0.2339
624,0.251760001
625,0.228790003
626,0.258090001
627,0.27903
628,0.296179999
629,0.28985
630,0.280680001
631,0.287020001
632,0.281580001
633,0.262340002
634,0.243390003
635,0.144670002
636,0.199190001
637,0.24375
638,0.321749999
639,0.422269997
640,0.346279998
641,0.25001
642,0.229519998
643,0.14399
644,0.10411
645,0.17827
646,0.253250001
647,0.211580004
648,0.214420003
649,0.250770001
650,0.27893
651,0.325470002
652,0.482599998
653,0.801040003
654,0.886579999
655,0.967229998
656,0.956870008
657,0.971270001
658,0.971270001
659,0.985729998
660,0.975370008
661,0.967290002
662,0.942669994
663,0.878830004
664,0.728689998
665,0.584959996
666,0.528219995
667,0.426429999
668,0.384739999
669,0.322970001
670,0.302270001
671,0.261540002
672,0.231390004
673,0.222460003
674,0.201760003
675,0.199160002
676,0.166690002
677,0.178460002
678,0.142500001
679,0.127240001
680,0.127240001
681,0.120910001
682,0.133570001
683,0.12464
684,0.11198
685,0.086660001
686,0.108250001
687,0.092990001
688,0.101920001
689,0.114580001
690,0.120020001
691,0.120020001
692,0.114580001
693,0.171520001
694,0.15626
695,0.203930001
696,0.178460002
697,0.191730003
698,0.216410002
699,0.258660002
700,0.208120002
701,0.2471
702,0.22383
703,0.241660001
704,0.21459
705,0.13751
706,0.168420001
707,0.177659999
708,0.189469999
709,0.25078
710,0.314900005
711,0.436180009
712,0.575489996
713,0.698750001
714,0.744000003
715,0.744780001
716,0.783249995
717,0.853540003
718,0.873790002
719,0.822059998
720,0.849640003
721,0.90352
722,0.895310003
723,0.900620008
724,0.893220013
725,0.857370007
726,0.831810004
727,0.795080006
728,0.751700002
729,0.735220003
730,0.707780001
731,0.660710001
732,0.603349999
733,0.580289996
734,0.504299997
735,0.528219995
736,0.466449997
737,0.457179998
738,0.448339997
739,0.442249995
740,0.445749997
741,0.399299999
742,0.399960001
743,0.402179998
744,0.336919999
745,0.32582
746,0.31055
747,0.306339999
748,0.206410001
749,0.143350001
750,0.125040002
751,0.109990001
752,0.082070001
753,0.109990001
754,0.09473
755,0.107180001
756,0.123050003
757,0.152589999
758,0.140540001
759,0.109780002
760,0.074670001
761,0.07922
762,0.077230001
763,0.076980002
764,0.070110001
765,0.054850001
766,0.036710001
767,0.02778
768,0.02675
769,0.046600001
770,0.043790001
771,0.04048
772,0.056350001
773,0.074420001
774,0.07356
775,0.094980001
776,0.122440001
777,0.201540002
778,0.253460001
779,0.24368
780,0.279360002
781,0.252980004
782,0.304830001
783,0.340459999
784,0.350060001
785,0.361830001
786,0.37648
787,0.314710002
788,0.343630001
789,0.314710002
790,0.343670002
791,0.331900002
792,0.331900002
793,0.364039999
794,0.475099994
795,0.562519994
796,0.600319995
797,0.598439996
798,0.616209997
799,0.600939997
800,0.611229999
801,0.572019997
802,0.509679997
803,0.465489997
804,0.443579999
805,0.370710002
806,0.320130002
807,0.278730002
808,0.238000003
809,0.204880001
810,0.18329
811,0.139620002
812,0.128700002
813,0.117780002
814,0.106000001
815,0.098600001
816,0.092270001
817,0.095080001
818,0.063960002
819,0.078540001
820,0.070110001
821,0.05837
822,0.052720001
823,0.05556
824,0.05097
825,0.052930001
826,0.082990001
827,0.126350002
828,0.124610002
829,0.136590001
830,0.17496
831,0.162980001
832,0.16913
833,0.15842
834,0.15664
835,0.17389
836,0.1767
837,0.171329999
838,0.15668
839,0.16643
840,0.15038
841,0.167529999
842,0.147569999
843,0.12552
844,0.11919
845,0.11638
846,0.1013
847,0.10411
848,0.11432
849,0.12524
850,0.14619
851,0.15537
852,0.1617
853,0.153380001
854,0.162310001
855,0.192220001
856,0.204269999
857,0.209709999
858,0.17436
859,0.156830001
860,0.152240001
861,0.147650001
862,0.134140002
863,0.128700002
864,0.106260002
865,0.109100001
866,0.092740001
867,0.086410001
868,0.086660001
869,0.086660001
870,0.066560001
871,0.048200001
872,0.043610001
873,0.037280001
874,0.034470001
875,0.032690001
876,0.039060001
877,0.028850001
878,0.031660001
879,0.048240001
880,0.051760001
881,0.05069
882,0.05069
883,0.0588
884,0.072070001
885,0.086620002
886,0.084840002
887,0.094020002
888,0.106040001
889,0.148580001
890,0.20218
891,0.211210001
892,0.243720001
893,0.240840001
894,0.293340001
895,0.276560004
896,0.322970001
897,0.311870003
898,0.335410002
899,0.264750004
900,0.264750004
901,0.288330004
902,0.279400003
903,0.264750004
904,0.270470002
905,0.252980004
906,0.302940002
907,0.34689
908,0.375470001
909,0.402510001
910,0.45597
911,0.455349998
912,0.529239999
913,0.498919997
914,0.594939995
915,0.561899993
916,0.582549994
917,0.594939995
918,0.591769993
919,0.48567
920,0.475379997
921,0.475379997
922,0.338290001
923,0.328749999
924,0.261540002
925,0.234510002
926,0.210599999
927,0.193349999
928,0.180450001
929,0.247659999
930,0.262819999
931,0.289239998
932,0.28985
933,0.317259999
934,0.33512
935,0.411159998
936,0.425809997
937,0.396509999
938,0.366879998
939,0.357709999
940,0.271390001
941,0.238640003
942,0.188270001
943,0.133960002
944,0.092380001
945,0.105680001
946,0.02216
947,0.00843
948,0.0148
949,0.03241
950,0.04788
951,0.095190001
952,0.131150001
953,0.174540001
954,0.181690002
955,0.210070001
956,0.253180002
957,0.30062
958,0.375199997
959,0.410549997
960,0.492869996
961,0.561669999
962,0.551989998
963,0.580909997
964,0.517309999
965,0.567190003
966,0.598990002
967,0.588699999
968,0.587840004
969,0.605990005
970,0.634640005
971,0.613389999
972,0.643050009
973,0.661680005
974,0.622470003
975,0.591930002
976,0.515160002
977,0.516520004
978,0.480150001
979,0.461539999
980,0.423689999
981,0.377030002
982,0.332239999
983,0.3125
984,0.29179
985,0.302489999
986,0.30705
987,0.334980001
988,0.298119999
989,0.289179999
990,0.274529999
991,0.27888
992,0.2889
993,0.32515
994,0.2889
995,0.337009999
996,0.331529999
997,0.343299998
998,0.410109998
999,0.506469995
1000,0.478789999
1001,0.500139995
1002,0.458449996
1003,0.419559996
1004,0.381609996
1005,0.413719997
1006,0.428189997
1007,0.463489997
1008,0.378569998
1009,0.484399997
1010,0.530839999
1011,0.511749995
1012,0.526089996
1013,0.572029997
1014,0.568529996
1015,0.595509997
1016,0.64465
1017,0.698460002
1018,0.65354
1019,0.654940003
1020,0.657639998
1021,0.659920001
1022,0.65642
1023,0.617829999
1024,0.551369996
1025,0.666949996
1026,0.634529996
1027,0.588079998
1028,0.594889995
1029,0.646060002
1030,0.727380002
1031,0.710850003
1032,0.674729998
1033,0.68281
1034,0.638749996
1035,0.611189996
1036,0.605469997
1037,0.51934
1038,0.47765
1039,0.462669998
1040,0.48847
1041,0.502669999
1042,0.404580005
1043,0.3844
1044,0.3236
1045,0.337859998
1046,0.446010003
1047,0.388689996
1048,0.390569996
1049,0.505529995
1050,0.521109998
1051,0.557089995
1052,0.595559996
1053,0.64544
1054,0.655399996
1055,0.707780001
1056,0.761940005
1057,0.815200001
1058,0.882399994
1059,0.950749999
1060,0.981560004
1061,0.981560004
1062,0.979540002
1063,0.977520001
1064,0.981560004
1065,0.965209997
1066,0.93641001
1067,0.922010016
1068,0.913800019
1069,0.917900026
1070,0.893220013
1071,0.789770001
1072,0.670069999
1073,0.570929998
1074,0.444940001
1075,0.370040001
1076,0.385310002
1077,0.336050004
1078,0.293340001
1079,0.285120001
1080,0.358940002
1081,0.391129999
1082,0.495799994
1083,0.560019994
1084,0.627999991
1085,0.689079994
1086,0.706229994
1087,0.752039996
1088,0.747059998
1089,0.755470002
1090,0.757350001
1091,0.796630013
1092,0.796630013
1093,0.812439996
1094,0.82475
1095,0.732469997
1096,0.66248
1097,0.592550004
1098,0.557240002
1099,0.509629998
1100,0.424510002
1101,0.433639999
1102,0.468949997
1103,0.506709999
1104,0.528219995
1105,0.591819993
1106,0.609589994
1107,0.721499994
1108,0.769520003
1109,0.769520003
1110,0.789770001
1111,0.7745
1112,0.810350007
1113,0.784790003
1114,0.738649994
1115,0.677569991
1116,0.593699992
1117,0.507949993
1118,0.39075
1119,0.284780003
1120,0.18962
1121,0.112580001
1122,0.0594
1123,0.01654
1124,0.0074
1125,0.00562
1126,0.00281
1127,0.00562
1128,0.01686
1129,0.047170001
1130,0.08733
1131,0.135920002
1132,0.217870003
1133,0.290560001
1134,0.413659999
1135,0.486529996
1136,0.575289994
1137,0.626739994
1138,0.632739995
1139,0.642009994
1140,0.599699993
1141,0.578189997
1142,0.608329996
1143,0.565780002
1144,0.521500002
1145,0.467019999
1146,0.387579998
1147,0.507179996
1148,0.641389993
1149,0.779479998
1150,0.847959995
1151,0.895310003
1152,0.86552
1153,0.907560003
1154,0.851660004
1155,0.891479999
1156,0.904729998
1157,0.879100007
1158,0.84325
1159,0.837269995
1160,0.840020001
1161,0.772620001
1162,0.741409999
1163,0.682219997
1164,0.577169994
1165,0.451849997
1166,0.335410002
1167,0.244050004
1168,0.151180002
1169,0.08452
1170,0.047210001
1171,0.024260001
1172,0.02323
1173,0.01686
1174,0.02604
1175,0.047170001
1176,0.06268
1177,0.109740002
1178,0.129590002
1179,0.193680002
1180,0.247130001
1181,0.346179998
1182,0.472449999
1183,0.567259999
1184,0.658180004
1185,0.728980008
1186,0.742030001
1187,0.800740004
1188,0.872309998
1189,0.870220008
1190,0.839970002
1191,0.812320009
1192,0.811650008
1193,0.776340006
1194,0.772639999
1195,0.785409999
1196,0.759179994
1197,0.791599995
1198,0.795499995
1199,0.86875
1200,0.884020001
1201,0.910790002
1202,0.934330004
1203,0.934330004
1204,0.973479998
1205,0.977520001
1206,0.977520001
1207,0.981689996
1208,0.983709997
1209,0.971330005
1210,0.938430011
1211,0.84325
1212,0.785269997
1213,0.82798
1214,0.699379995
1215,0.659459998
1216,0.59874
1217,0.53448
1218,0.520020005
1219,0.533000003
1220,0.509800002
1221,0.489059997
1222,0.485430001
1223,0.505460006
1224,0.488170001
1225,0.459250002
1226,0.441320001
1227,0.452469999
1228,0.388240001
1229,0.356999998
1230,0.337839998
1231,0.28439
1232,0.227349998
1233,0.225329998
1234,0.137359999
1235,0.075590001
1236,0.049410001
1237,0.06929
1238,0.10482
1239,0.113989999
1240,0.089459999
1241,0.06751
1242,0.03134
1243,0.03134
1244,0.054000001
1245,0.071890001
1246,0.08999
1247,0.101730001
1248,0.082030002
1249,0.089680002
1250,0.108850001
1251,0.088150001
1252,0.08555
1253,0.072890001
1254,0.068300001
1255,0.07463
1256,0.051050001
1257,0.01405
1258,0.01124
1259,0.00281
1260,0.0074
1261,0.01021
1262,0.00281
1263,0.00562
1264,0.02042
1265,0.02394
1266,0.045890001
1267,0.04891
1268,0.080750001
1269,0.101700001
1270,0.11436
1271,0.123290001
1272,0.162740003
1273,0.200930001
1274,0.191970002
1275,0.252610001
1276,0.195640001
1277,0.217040001
1278,0.213490001
1279,0.187130002
1280,0.209860002
1281,0.218820001
1282,0.23347
1283,0.238780001
1284,0.256579999
1285,0.280159998
1286,0.337249997
1287,0.350669998
1288,0.308049999
1289,0.317259999
1290,0.37297
1291,0.35477
1292,0.431189997
1293,0.580669995
1294,0.623379998
1295,0.748889998
1296,0.879370001
1297,0.930290002
1298,0.961169994
1299,0.971270001
1300,0.981560004
1301,0.995959997
1302,0.997979999
1303,0.997979999
1304,0.985729998
1305,0.977520001
1306,1.0
1307,0.997979999
1308,0.991790003
1309,0.971270001
1310,0.977520001
1311,0.832289997
1312,0.744589999
1313,0.705530001
1314,0.543259996
1315,0.403150003
1316,0.378030005
1317,0.4088
1318,0.550149995
1319,0.425470001
1320,0.477150001
1321,0.502009998
1322,0.535209996
1323,0.58126
1324,0.587329996
1325,0.444890001
1326,0.52093
1327,0.52736
1328,0.515399995
1329,0.443299995
1330,0.402229998
1331,0.498299995
1332,0.554869998
1333,0.502419998
1334,0.522449997
1335,0.38724
1336,0.317590001
1337,0.2339
1338,0.186799999
1339,0.116530001
1340,0.082060001
1341,0.064170001
1342,0.054000001
1343,0.060330001
1344,0.04788
1345,0.03696
1346,0.02604
1347,0.02042
1348,0.01405
1349,0.02145
1350,0.038030001
1351,0.040840001
1352,0.038030001
1353,0.047170001
1354,0.051760001
1355,0.053540001
1356,0.05809
1357,0.052830001
1358,0.07182
1359,0.06901
1360,0.07534
1361,0.084270001
1362,0.104970001
1363,0.133960002
1364,0.150290002
1365,0.214560001
1366,0.25191
1367,0.244450001
1368,0.258479999
1369,0.295469998
1370,0.28431
1371,0.238240001
1372,0.199160002
1373,0.184790002
1374,0.214420003
1375,0.186500002
1376,0.164910002
1377,0.144210002
1378,0.095330001
1379,0.08409
1380,0.074060001
1381,0.05247
1382,0.03415
1383,0.02216
1384,0.01761
1385,0.02394
1386,0.05069
1387,0.051760001
1388,0.05809
1389,0.07182
1390,0.079010001
1391,0.090750002
1392,0.104330001
1393,0.149440003
1394,0.221360004
1395,0.27359
1396,0.263430001
1397,0.29169
1398,0.358839998
1399,0.358839998
1400,0.31948
1401,0.324159999
1402,0.375809999
1403,0.38186
1404,0.445799996
1405,0.483649996
1406,0.481099996
1407,0.467719994
1408,0.466449997
1409,0.496769999
1410,0.551989998
1411,0.609589994
1412,0.689079994
1413,0.72493
1414,0.747599995
1415,0.717819998
1416,0.782910004
1417,0.704029997
1418,0.715849996
1419,0.70685001
1420,0.757350001
1421,0.805579999
1422,0.806789997
1423,0.728780001
1424,0.767849994
1425,0.715799996
1426,0.635099998
1427,0.543040003
1428,0.481279995
1429,0.401469997
1430,0.422260001
1431,0.34234
1432,0.518100001
1433,0.697980003
1434,0.836470003
1435,0.755100001
1436,0.834309998
1437,0.715179995
1438,0.722039992
1439,0.662540001
1440,0.697600004
1441,0.642309998
1442,0.622329998
1443,0.495369996
1444,0.509069996
1445,0.435339999
1446,0.375149998
1447,0.372359999
1448,0.28707
1449,0.237070002
1450,0.196320003
1451,0.169290003
1452,0.129840001
1453,0.123260002
1454,0.105190002
1455,0.08733
1456,0.074670001
1457,0.068340001
1458,0.06723
1459,0.054530001
1460,0.05805
1461,0.07463
1462,0.088150001
1463,0.097330001
1464,0.114580001
1465,0.129840001
1466,0.129840001
1467,0.125250001
1468,0.145730001
1469,0.151850002
1470,0.105650002
1471,0.090390001
1472,0.095190001
1473,0.080790001
1474,0.059160001
1475,0.059120001
1476,0.04329
1477,0.11962
1478,0.168180002
1479,0.168210001
1480,0.240840002
1481,0.22757
1482,0.214899999
1483,0.250829999
1484,0.321169999
1485,0.362650001
1486,0.43055
1487,0.538259998
1488,0.772570002
1489,0.859930006
1490,0.921080005
1491,0.954850006
1492,0.971330005
1493,0.985729998
1494,0.989770001
1495,0.993939996
1496,0.993939996
1497,0.987879992
1498,0.963120008
1499,0.952890009
1500,0.963249999
1501,0.928200012
1502,0.882060003
1503,0.743239999
1504,0.640479998
1505,0.576259999
1506,0.495359997
1507,0.465640001
1508,0.381000005
1509,0.347170003
1510,0.344290003
1511,0.355440001
1512,0.326520002
1513,0.350060001
1514,0.326520002
1515,0.300100003
1516,0.252370003
1517,0.205250004
1518,0.157760002
1519,0.1399
1520,0.127240001
1521,0.108250001
1522,0.108250001
1523,0.097330001
1524,0.080330001
1525,0.091000001
1526,0.072640001
1527,0.04891
1528,0.03237
1529,0.02956
1530,0.02394
1531,0.02394
1532,0.01302
1533,0.01864
1534,0.02145
1535,0.02604
1536,0.033440001
1537,0.033440001
1538,0.031660001
1539,0.01405
1540,0.01405
1541,0.01405
1542,0.01405
1543,0.01405
1544,0.01405
1545,0.01405
1546,0.02782
1547,0.01124
1548,0.01021
1549,0.01583
1550,0.00562
1551,0.00562
1552,0.0
1553,0.00281
1554,0.00562
1555,0.01864
1556,0.033440001
1557,0.068760001
1558,0.086830002
1559,0.124110002
1560,0.143960002
1561,0.154880002
1562,0.198270002
1563,0.246280001
1564,0.26726
1565,0.322599998
1566,0.287349999
1567,0.212430003
1568,0.27818
1569,0.176470003
1570,0.177570002
1571,0.145700002
1572,0.159250002
1573,0.108460002
1574,0.086050001
1575,0.04507
1576,0.054000001
1577,0.054000001
1578,0.064920001
1579,0.08583
1580,0.105680001
1581,0.127630002
1582,0.152890003
1583,0.191080001
1584,0.188240002
1585,0.225300002
1586,0.207200003
1587,0.207200003
1588,0.207200003
1589,0.170140003
1590,0.172740004
1591,0.147450003
1592,0.107750002
1593,0.079680001
1594,0.06339
1595,0.06513
1596,0.06054
1597,0.06513
1598,0.0588
1599,0.07146
1600,0.06513
1601,0.05773
1602,0.076660001
1603,0.092130001
1604,0.123040002
1605,0.141360002
1606,0.187350002
1607,0.189100003
1608,0.228180002
1609,0.233620001
1610,0.274689999
1611,0.274689999
1612,0.274689999
1613,0.26292
1614,0.23301
1615,0.23301
1616,0.20313
1617,0.19552
1618,0.16123
1619,0.131970002
1620,0.143770001
1621,0.140960001
1622,0.149890001
1623,0.138120002
1624,0.140930002
1625,0.122860001
1626,0.115680002
1627,0.104940002
1628,0.139620002
1629,0.147940001
1630,0.204880001
1631,0.225580001
1632,0.279400003
1633,0.264140002
1634,0.290500002
1635,0.258700003
1636,0.244050004
1637,0.244050004
1638,0.205490002
1639,0.169530001
1640,0.133570001
1641,0.120910001
1642,0.108250001
1643,0.103660001
1644,0.071150001
1645,0.069410001
1646,0.066560001
1647,0.061970001
1648,0.054570001
1649,0.04258
1650,0.024260001
1651,0.051760001
1652,0.06442
1653,0.07075
1654,0.095190001
1655,0.138520003
1656,0.192830002
1657,0.213810001
1658,0.232280004
1659,0.326520002
1660,0.352940001
1661,0.382239999
1662,0.407609998
1663,0.37297
1664,0.381189999
1665,0.386909997
1666,0.351899996
1667,0.345569997
1668,0.301999998
1669,0.355109999
1670,0.384029998
1671,0.320470001
1672,0.396419999
1673,0.374759999
1674,0.43432
1675,0.469140002
1676,0.548010001
1677,0.587019996
1678,0.640749997
1679,0.67536
1680,0.7745
1681,0.731789997
1682,0.740200001
1683,0.737720004
1684,0.737050003
1685,0.740820003
1686,0.699369997
1687,0.721449995
1688,0.65104
1689,0.718489999
1690,0.650719999
1691,0.520829995
1692,0.420789997
1693,0.305959998
1694,0.31619
1695,0.256490003
1696,0.27852
1697,0.371700005
1698,0.580969998
1699,0.528660001
1700,0.483659996
1701,0.343409997
1702,0.33213
